GENERATION_PROJECT,build_year,gen_predetermined_cap
g10964,2019,82.10299628484199
g10965,2019,213.57958793374226
g10966,2019,213.57958793374226
g10967,2019,213.57958793374226
g10968,2019,213.57958793374226
g10969,2019,213.58260790746013
g10970,2019,213.57958793374226
g10971,2019,42.11500845699149
g10972,2019,42.11500845699149
g10973,2019,11.475900127940076
g10974,2019,12.079894871515869
g10975,2019,13.841546206945265
g10976,2019,13.841546206945265
g10977,2019,23.96883860197673
g10978,2019,23.96883860197673
g10979,2019,35.495316677642776
g10980,2019,35.495316677642776
g10981,2019,35.495316677642776
g10982,2019,23.96883860197673
g10983,2019,12.868474806302954
g10984,2019,46.79445384110165
g10985,2019,42.87109343442992
g10986,2019,48.522283023513864
g10987,2019,48.522283023513864
g10988,2019,48.522283023513864
g10989,2019,28.08575557627439
g10990,2019,19.32783179442539
g10991,2019,9.059921153636902
g10992,2019,9.059921153636902
g10993,2019,29.24653365068853
g10994,2019,29.24653365068853
g10995,2019,29.24653365068853
g10996,2019,34.670436254998044
g10997,2019,44.56108218050362
g10998,2019,84.71912668462915
g10999,2019,84.71912668462915
g11000,2019,36.797456884139024
g11001,2019,10.635103145704921
g11002,2019,10.635103145704921
g11003,2019,31.79895840565771
g11004,2019,36.797456884139024
g11005,2019,7.531671642003258
g11006,2019,7.531671642003258
g11007,2019,7.531671642003258
g11008,2019,7.531671642003258
g11009,2019,7.531671642003258
g11010,2019,7.531671642003258
g11011,2019,27.115966597276927
g11012,2019,27.115966597276927
g11013,2019,27.115966597276927
g11014,2019,27.115966597276927
g11015,2019,27.115966597276927
g11016,2019,27.115966597276927
g11017,2019,13.081176869217053
g11018,2019,13.081176869217053
g11019,2019,13.081176869217053
g11020,2019,13.081176869217053
g11021,2019,37.64826513579542
g11022,2019,37.64826513579542
g11023,2019,37.64826513579542
g11024,2019,37.64826513579542
g11025,2019,85.93163341729576
g11026,2019,85.93163341729576
g11027,2019,167.5028745448525
g11028,2019,167.5028745448525
g11029,2019,201.68900774834077
g11030,2019,201.68900774834077
g11031,2019,201.68900774834077
g11032,2019,201.68900774834077
g11033,2019,56.74580804714631
g11034,2019,56.74580804714631
g11035,2019,56.74580804714631
g11036,2019,56.74580804714631
g11037,2019,229.82803452984842
g11038,2019,229.82803452984842
g11039,2019,229.82803452984842
g11040,2019,229.82803452984842
g11041,2019,330.72710211526993
g11042,2019,23.87203143087663
g11043,2019,17.90402357315747
g11044,2019,17.90402357315747
g11045,2019,10.841880941523135
g11046,2019,10.444013751008525
g11047,2019,201.27004024432247
g11048,2019,201.27004024432247
g11049,2019,201.27004024432247
g11050,2019,50.01302786339291
g11051,2019,50.01302786339291
g11052,2019,50.01302786339291
g11053,2019,13.153630940109181
g11054,2019,13.153630940109181
g11055,2019,5.754042314235221
g11056,2019,25.722656060657954
g11057,2019,25.722656060657954
g11058,2019,63.332297119044206
g11059,2019,63.332297119044206
g11060,2019,455.9633089661403
g11061,2019,455.9633089661403
g11062,2019,455.9633089661403
g11063,2019,220.29895967101376
g11064,2019,220.29895967101376
g11065,2019,220.29895967101376
g11066,2019,23.15313183707208
g11067,2019,27.4817608326986
g11068,2019,45.79412253223197
g11069,2019,45.79412253223197
g11070,2019,45.79412253223197
g11071,2019,48.61971732677394
g11072,2019,48.61971732677394
g11073,2019,48.61971732677394
g11074,2019,48.61971732677394
g11075,2019,7.7518291575139955
g11076,2019,7.7518291575139955
g11077,2019,7.7518291575139955
g11078,2019,58.94775347234115
g11079,2019,45.79412253223197
g11080,2019,36.60378152734416
g11081,2019,80.56810607920862
g11082,2019,80.56810607920862
g11083,2019,149.20019644297892
g11084,2019,206.23918971058595
g11085,2019,206.23918971058595
g11086,2019,206.23918971058595
g11087,2019,101.95346756936893
g11088,2019,45.79412253223197
g11089,2019,49.69149466263469
g11090,2019,36.859396923283725
g11091,2019,36.859396923283725
g11092,2019,36.859396923283725
g11093,2019,109.1556499422542
g11094,2019,109.1556499422542
g11095,2019,109.1556499422542
g11096,2019,13.884388214559692
g11097,2019,13.884388214559692
g11098,2019,26.696999093258633
g11099,2019,26.696999093258633
g11100,2019,16.11362121584172
g11101,2019,77.78303574560634
g11102,2019,32.47485327658067
g11103,2019,32.47485327658067
g11104,2019,32.47485327658067
g11105,2019,0.9291789849208051
g11106,2019,0.9291789849208051
g11107,2019,0.9291789849208051
g11108,2019,0.9291789849208051
g11109,2019,0.9291789849208051
g11110,2019,0.9291789849208051
g11111,2019,241.05246626540827
g11112,2019,212.7283143077065
g11113,2019,212.7283143077065
g11114,2019,212.7283143077065
g11115,2019,59.64928045581364
g11116,2019,59.64928045581364
g11117,2019,59.64928045581364
g11118,2019,59.64928045581364
g11119,2019,59.64928045581364
g11120,2019,15.589488521610882
g11121,2019,15.589488521610882
g11122,2019,77.78303574560634
g11123,2019,37.79738309888799
g11124,2019,43.8454364670306
g11125,2019,43.8454364670306
g11126,2019,43.8454364670306
g11127,2019,60.99387384080258
g11128,2019,60.99387384080258
g11129,2019,29.620028191060673
g11130,2019,17.830477496592447
g11131,2019,17.830477496592447
g11132,2019,17.830477496592447
g11133,2019,31.471279953001964
g11134,2019,31.471279953001964
g11135,2019,100.7598659978251
g11136,2019,47.742808597433324
g11137,2019,47.742808597433324
g11138,2019,26.696999093258633
g11139,2019,48.717151630034
g11140,2019,10.635103145704921
g11141,2019,17.22886709604197
g11142,2019,76.57274264907542
g11143,2019,36.33695691793
g11144,2019,8.366635644726061
g11145,2019,8.366635644726061
g11146,2019,8.366635644726061
g11147,2019,36.33695691793
g11148,2019,36.340147448873715
g11149,2019,53.1755157285246
g11150,2019,53.1755157285246
g11151,2019,20.133158119193112
g11152,2019,20.133158119193112
g11153,2019,20.133158119193112
g11154,2019,28.18642136687036
g11155,2019,105.22904752087345
g11156,2019,105.22904752087345
g11157,2019,105.22904752087345
g11158,2019,105.22904752087345
g11159,2019,148.35968888258364
g11160,2019,12.017666554646562
g11161,2019,12.017666554646562
g11162,2019,10.847805208619018
g11163,2019,10.847805208619018
g11164,2019,10.847805208619018
g11165,2019,30.19973717878967
g11166,2019,30.19973717878967
g11167,2019,30.19973717878967
g11168,2019,50.33289529798278
g11169,2019,20.334489700385042
g11170,2019,20.133158119193112
g11171,2019,20.133158119193112
g11172,2019,19.931826538001182
g11173,2019,53.1755157285246
g11174,2019,53.1755157285246
g11175,2019,21.37655732286689
g11176,2019,51.686601288125914
g11177,2019,54.4365452314
g11178,2019,54.4365452314
g11179,2019,54.4365452314
g11180,2019,54.4365452314
g11181,2019,37.09523977221877
g11182,2019,37.09523977221877
g11183,2019,37.09523977221877
g11184,2019,37.09523977221877
g11185,2019,37.09523977221877
g11186,2019,20.133158119193112
g11187,2019,19.126500213233456
g11188,2019,37.21990384534598
g11189,2019,26.696999093258633
g11190,2019,26.696999093258633
g11191,2019,71.78694623350822
g11192,2019,71.78694623350822
g11193,2019,11.485911397361315
g11194,2019,23.48230774571646
g11195,2019,23.47699019414361
g11196,2019,23.47699019414361
g11197,2019,23.48230774571646
g11198,2019,64.8912459712053
g11199,2019,64.8912459712053
g11200,2019,30.93459745014022
g11201,2019,30.937617423858097
g11202,2019,30.93459745014022
g11203,2019,39.88163679639345
g11204,2019,83.37920866232659
g11205,2019,83.37920866232659
g11206,2019,58.94775347234115
g11207,2019,58.94775347234115
g11208,2019,12.1792879075085
g11209,2019,17.635608890072312
g11210,2019,17.635608890072312
g11211,2019,47.742808597433324
g11212,2019,12.017666554646562
g11213,2019,40.945147110963944
g11214,2019,40.945147110963944
g11215,2019,40.945147110963944
g11216,2019,7.408459543825456
g11217,2019,7.408459543825456
g11218,2019,24.261141511756932
g11219,2019,24.261141511756932
g11220,2019,23.384232782416323
g11221,2019,39.88163679639345
g11222,2019,39.88163679639345
g11223,2019,75.15508339975297
g11224,2019,75.15508339975297
g11225,2019,75.15508339975297
g11226,2019,75.15508339975297
g11227,2019,75.15827393069668
g11228,2019,75.15508339975297
g11229,2019,20.133158119193112
g11230,2019,20.133158119193112
g11231,2019,39.88163679639345
g11232,2019,20.133158119193112
g11233,2019,20.133158119193112
g11234,2019,10.066579059596556
g11235,2019,19.126500213233456
g11236,2019,14.463740278158692
g11237,2019,27.757619210289842
g11238,2019,27.757619210289842
g11239,2019,58.49306730137706
g11240,2019,58.49306730137706
g11241,2019,683.9888088856775
g11242,2019,683.9888088856775
g11243,2019,227.02192659595846
g11244,2019,227.02192659595846
g11245,2019,227.02192659595846
g11246,2019,227.02192659595846
g11247,2019,227.02192659595846
g11248,2019,227.02192659595846
g11249,2019,30.19973717878967
g11250,2019,30.19973717878967
g11251,2019,30.19973717878967
g11252,2019,48.61971732677394
g11253,2019,54.359526921821406
g11254,2019,7.549934294697417
g11255,2019,22.649802884092253
g11256,2019,25.16644764899139
g11257,2019,25.16644764899139
g11258,2019,39.88163679639345
g11259,2019,52.34621110990209
g11260,2019,26.823663687496726
g11261,2019,26.823663687496726
g11262,2019,26.823663687496726
g11263,2019,44.81977949963129
g11264,2019,46.086425442012164
g11265,2019,58.94775347234115
g11266,2019,58.94775347234115
g11267,2019,212.48936085118433
g11268,2019,373.29212041424273
g11269,2019,373.29212041424273
g11270,2019,373.29212041424273
g11271,2019,48.22998011373367
g11272,2019,37.414772451866114
g11273,2019,87.1014947633233
g11274,2019,44.917213802891354
g11275,2019,44.917213802891354
g11276,2019,180.25346103112582
g11277,2019,101.23424108721066
g11278,2019,58.49306730137706
g11279,2019,58.49306730137706
g11280,2019,58.49306730137706
g11281,2019,10.066579059596556
g11282,2019,17.515847563698006
g11283,2019,18.119842307273803
g11284,2019,20.133158119193112
g11285,2019,20.133158119193112
g11286,2019,12.583223824495695
g11287,2019,12.583223824495695
g11288,2019,28.18642136687036
g11289,2019,97.62917186658815
g11290,2019,97.62917186658815
g11291,2019,97.62917186658815
g11292,2019,58.94775347234115
g11293,2019,159.5265471855738
g11294,2019,159.5265471855738
g11295,2019,8.58252823858387
g11296,2019,8.58252823858387
g11297,2019,8.57933770764016
g11298,2019,17.654271221870168
g11299,2019,17.654271221870168
g11300,2019,17.654271221870168
g11301,2019,17.654271221870168
g11302,2019,9.571592831134428
g11303,2019,100.5017247269115
g11304,2019,37.90194396816646
g11305,2019,49.10688884307427
g11306,2019,47.8402429006934
g11307,2019,47.8402429006934
g11308,2019,8.184481473845713
g11309,2019,8.184481473845713
g11310,2019,8.184481473845713
