GENERATION_PROJECT,gen_tech,gen_load_zone,gen_connect_cost_per_mw,gen_capacity_limit_mw,gen_full_load_heat_rate,gen_variable_om,gen_max_age,gen_min_build_capacity,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_is_variable,gen_is_baseload,gen_is_cogen,gen_energy_source,gen_unit_size,gen_ccs_capture_efficiency,gen_ccs_energy_load,gen_storage_efficiency,gen_store_to_release_ratio
g11538i,ng,2026077,0,5000.0,5.5,7.561607940000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11538,ng,2026077,0,.,5.5,7.561607940000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11539i,ng,2026078,0,5000.0,5.51,9.61179588,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11539,ng,2026078,0,.,5.51,9.61179588,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11540i,ng,2026080,0,5000.0,4.73,7.527651,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11540,ng,2026080,0,.,4.73,7.527651,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11541i,ng,2026080,0,5000.0,6.64,10.570601999999997,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11541,ng,2026080,0,.,6.64,10.570601999999997,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11542i,ng,2026080,0,5000.0,5.15,8.203883339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11542,ng,2026080,0,.,5.15,8.203883339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11543i,ng,2026080,0,5000.0,6.06,9.64693668,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11543,ng,2026080,0,.,6.06,9.64693668,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11544i,ng,2026080,0,5000.0,5.01,7.973933339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11544,ng,2026080,0,.,5.01,7.973933339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11545i,hydro,2026085,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11545,hydro,2026085,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11546i,hydro,2026085,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11546,hydro,2026085,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11547i,hydro,2026086,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11547,hydro,2026086,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11548i,wind,2026089,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11548,wind,2026089,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11549i,solar,2026091,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11549,solar,2026091,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11550i,solar,2026091,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11550,solar,2026091,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11551i,solar,2026093,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11551,solar,2026093,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11552i,solar,2026093,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11552,solar,2026093,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11553i,ng,2026097,0,5000.0,6.15,10.049875319999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11553,ng,2026097,0,.,6.15,10.049875319999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11554i,ng,2026098,0,5000.0,6.07,9.34864266,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11554,ng,2026098,0,.,6.07,9.34864266,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11555i,ng,2026099,0,5000.0,6.14,10.10213532,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11555,ng,2026099,0,.,6.14,10.10213532,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11556i,ng,2026100,0,5000.0,6.07,9.51586266,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11556,ng,2026100,0,.,6.07,9.51586266,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11557i,ng,2026101,0,5000.0,6.07,9.445122660000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11557,ng,2026101,0,.,6.07,9.445122660000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11558i,ng,2026102,0,5000.0,6.13,11.307325319999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11558,ng,2026102,0,.,6.13,11.307325319999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11559i,ng,2026105,0,5000.0,5.46,9.163590000000003,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11559,ng,2026105,0,.,5.46,9.163590000000003,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11560i,ng,2026105,0,5000.0,5.68,9.543869999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11560,ng,2026105,0,.,5.68,9.543869999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11561i,ng,2026106,0,5000.0,5.5,8.527278300000003,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11561,ng,2026106,0,.,5.5,8.527278300000003,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11562i,ng,2026107,0,5000.0,5.5,8.6177283,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11562,ng,2026107,0,.,5.5,8.6177283,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11563i,ng,2026110,0,5000.0,5.57,9.885742800000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11563,ng,2026110,0,.,5.57,9.885742800000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11564i,wind,2026116,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11564,wind,2026116,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11565i,wind,2026117,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11565,wind,2026117,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11566i,wind,2026120,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11566,wind,2026120,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11567i,wind,2026121,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11567,wind,2026121,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11568i,wind,2026122,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11568,wind,2026122,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11569i,wind,2026122,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11569,wind,2026122,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11570i,ng,2026128,0,5000.0,5.87,10.9659852,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11570,ng,2026128,0,.,5.87,10.9659852,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11571i,ng,2026129,0,5000.0,5.88,10.002415200000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11571,ng,2026129,0,.,5.88,10.002415200000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11572i,nuclear,2026133,0,5000.0,5.6,2.4,40,0,0,0,1,1,0,Uranium,.,.,.,.,.
g11572,nuclear,2026133,0,.,5.6,2.4,40,0,0,0,1,1,0,Uranium,.,.,.,.,.
g11573i,nuclear,2026134,0,5000.0,5.6,2.4,40,0,0,0,1,1,0,Uranium,.,.,.,.,.
g11573,nuclear,2026134,0,.,5.6,2.4,40,0,0,0,1,1,0,Uranium,.,.,.,.,.
g11574i,ng,2026138,0,5000.0,5.5,10.034643599999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11574,ng,2026138,0,.,5.5,10.034643599999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11575i,ng,2026139,0,5000.0,5.5,9.7033836,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11575,ng,2026139,0,.,5.5,9.7033836,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11576i,ng,2026141,0,5000.0,5.52,8.750145,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11576,ng,2026141,0,.,5.52,8.750145,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11577i,solar,2026145,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11577,solar,2026145,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11578i,solar,2026146,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11578,solar,2026146,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11579i,solar,2026147,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11579,solar,2026147,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11580i,solar,2026148,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11580,solar,2026148,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11581i,solar,2026149,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11581,solar,2026149,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11582i,solar,2026150,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11582,solar,2026150,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11583i,solar,2026157,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11583,solar,2026157,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11584i,solar,2026158,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11584,solar,2026158,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11585i,solar,2026159,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11585,solar,2026159,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11586i,ng,2026163,0,5000.0,6.6,9.84459,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11586,ng,2026163,0,.,6.6,9.84459,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11587i,ng,2026164,0,5000.0,6.11,10.0782204,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11587,ng,2026164,0,.,6.11,10.0782204,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11588i,ng,2026165,0,5000.0,6.1,10.63974,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11588,ng,2026165,0,.,6.1,10.63974,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11589i,ng,2026166,0,5000.0,6.04,8.966219999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11589,ng,2026166,0,.,6.04,8.966219999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11590i,ng,2026167,0,5000.0,6.1,10.173011999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11590,ng,2026167,0,.,6.1,10.173011999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11591i,ng,2026167,0,5000.0,5.18,8.638175999999996,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11591,ng,2026167,0,.,5.18,8.638175999999996,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11592i,ng,2026167,0,5000.0,5.62,9.368622,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11592,ng,2026167,0,.,5.62,9.368622,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11593i,ng,2026173,0,5000.0,5.95,10.6104,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11593,ng,2026173,0,.,5.95,10.6104,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11594i,ng,2026174,0,5000.0,5.96,9.80157,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11594,ng,2026174,0,.,5.96,9.80157,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11595i,ng,2026175,0,5000.0,5.91,10.619615879999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11595,ng,2026175,0,.,5.91,10.619615879999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11596i,ng,2026176,0,5000.0,5.86,9.529787939999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11596,ng,2026176,0,.,5.86,9.529787939999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11597i,ng,2026177,0,5000.0,5.91,10.17138588,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11597,ng,2026177,0,.,5.91,10.17138588,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11598i,ng,2026178,0,5000.0,5.68,9.1496064,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11598,ng,2026178,0,.,5.68,9.1496064,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11599i,ng,2026179,0,5000.0,5.68,8.9763264,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11599,ng,2026179,0,.,5.68,8.9763264,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11600i,ng,2026180,0,5000.0,5.7,9.555712799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11600,ng,2026180,0,.,5.7,9.555712799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11601i,ng,2026181,0,5000.0,5.7,9.492592799999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11601,ng,2026181,0,.,5.7,9.492592799999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11602i,ng,2026182,0,5000.0,5.7,10.4971728,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11602,ng,2026182,0,.,5.7,10.4971728,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11603i,ng,2026183,0,5000.0,5.68,8.9353464,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11603,ng,2026183,0,.,5.68,8.9353464,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11604i,ng,2026185,0,5000.0,5.56,9.367886399999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11604,ng,2026185,0,.,5.56,9.367886399999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11605i,ng,2026190,0,5000.0,5.25,8.583411599999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11605,ng,2026190,0,.,5.25,8.583411599999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11606i,ng,2026190,0,5000.0,5.84,9.561823200000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11606,ng,2026190,0,.,5.84,9.561823200000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11607i,ng,2026191,0,5000.0,5.54,8.5175016,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11607,ng,2026191,0,.,5.54,8.5175016,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11608i,hydro,2026197,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11608,hydro,2026197,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11609i,hydro,2026198,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11609,hydro,2026198,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11610i,hydro,2026199,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11610,hydro,2026199,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11611i,hydro,2026200,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11611,hydro,2026200,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11612i,hydro,2026201,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11612,hydro,2026201,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11613i,hydro,2026202,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11613,hydro,2026202,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11614i,hydro,2026203,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11614,hydro,2026203,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11615i,hydro,2026205,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11615,hydro,2026205,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11616i,hydro,2026206,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11616,hydro,2026206,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11617i,hydro,2026206,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11617,hydro,2026206,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11618i,hydro,2026206,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11618,hydro,2026206,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11619i,hydro,2026206,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11619,hydro,2026206,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11620i,hydro,2026206,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11620,hydro,2026206,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11621i,ng,2026208,0,5000.0,5.53,8.1024828,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11621,ng,2026208,0,.,5.53,8.1024828,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11622i,ng,2026208,0,5000.0,5.5,8.0482128,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11622,ng,2026208,0,.,5.5,8.0482128,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11623i,wind,2026210,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11623,wind,2026210,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11624i,ng,2026215,0,5000.0,6.04,10.495737599999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11624,ng,2026215,0,.,6.04,10.495737599999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11625i,ng,2026216,0,5000.0,6.04,10.4161476,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11625,ng,2026216,0,.,6.04,10.4161476,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11626i,ng,2026217,0,5000.0,5.98,9.5830488,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11626,ng,2026217,0,.,5.98,9.5830488,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11627i,ng,2026219,0,5000.0,5.57,9.795923999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11627,ng,2026219,0,.,5.57,9.795923999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11628i,hydro,2026222,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11628,hydro,2026222,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11629i,hydro,2026223,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11629,hydro,2026223,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11630i,hydro,2026225,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11630,hydro,2026225,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11631i,hydro,2026226,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11631,hydro,2026226,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11632i,hydro,2026226,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11632,hydro,2026226,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11633i,hydro,2026227,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11633,hydro,2026227,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11634i,hydro,2026227,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11634,hydro,2026227,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g11635i,ng,2026229,0,5000.0,5.54,9.800685600000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11635,ng,2026229,0,.,5.54,9.800685600000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11636i,ng,2026230,0,5000.0,5.61,9.0778956,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11636,ng,2026230,0,.,5.61,9.0778956,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11637i,ng,2026230,0,5000.0,5.46,8.840152799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11637,ng,2026230,0,.,5.46,8.840152799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11638i,wind,2026234,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11638,wind,2026234,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11639i,solar,2026236,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11639,solar,2026236,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11640i,solar,2026236,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11640,solar,2026236,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11641i,solar,2026236,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11641,solar,2026236,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11642i,solar,2026236,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11642,solar,2026236,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11643i,ng,2026237,0,5000.0,5.59,10.844259599999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11643,ng,2026237,0,.,5.59,10.844259599999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11644i,ng,2026238,0,5000.0,5.53,8.669992259999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11644,ng,2026238,0,.,5.53,8.669992259999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11645i,ng,2026238,0,5000.0,5.02,7.86881226,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11645,ng,2026238,0,.,5.02,7.86881226,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11646i,ng,2026238,0,5000.0,5.42,8.48708226,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11646,ng,2026238,0,.,5.42,8.48708226,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11647i,ng,2026238,0,5000.0,5.8,9.08812452,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11647,ng,2026238,0,.,5.8,9.08812452,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11648i,ng,2026238,0,5000.0,5.11,8.001401999999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11648,ng,2026238,0,.,5.11,8.001401999999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11649i,ng,2026238,0,5000.0,5.79,9.076344,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11649,ng,2026238,0,.,5.79,9.076344,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11650i,ng,2026238,0,5000.0,6.13,9.611424,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11650,ng,2026238,0,.,6.13,9.611424,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11651i,solar,2028720,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11651,solar,2028720,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11652i,solar,2028721,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11652,solar,2028721,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11653i,solar,2028722,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11653,solar,2028722,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11654i,solar,2028723,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11654,solar,2028723,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11655i,ng,2028725,0,5000.0,5.69,9.051397799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11655,ng,2028725,0,.,5.69,9.051397799999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11656i,wind,2028727,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11656,wind,2028727,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g11657i,ng,2028729,0,5000.0,5.7,9.893622,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11657,ng,2028729,0,.,5.7,9.893622,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g11658i,solar,2028732,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11658,solar,2028732,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11659i,solar,2028733,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11659,solar,2028733,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11660i,solar,2028735,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11660,solar,2028735,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11661i,solar,2028736,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11661,solar,2028736,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11662i,solar,2028736,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g11662,solar,2028736,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
