GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om
g11251,2019,1600000,0.0
g11252,2019,1616000,158750.68617234466
g11253,2019,1600000,0.0
g11254,2019,1600000,0.0
g11255,2019,1600000,0.0
g11256,2019,1600000,0.0
g11257,2019,1600000,0.0
g11258,2019,5983000,0.0
g11259,2019,1600000,0.0
g11260,2019,1616000,273441.1885216127
g11261,2019,1616000,273441.1885216127
g11262,2019,1616000,273441.1885216127
g11263,2019,1616000,170717.1652173913
g11264,2019,1616000,166509.0799154334
g11265,2019,1616000,134021.48429752068
g11266,2019,1616000,134021.48429752068
g11267,2019,5983000,0.0
g11268,2019,5983000,0.0
g11269,2019,5983000,0.0
g11270,2019,5983000,0.0
g11271,2019,1616000,159891.2363636364
g11272,2019,1616000,201020.1
g11273,2019,5983000,0.0
g11274,2019,1616000,170385.0403470716
g11275,2019,1616000,170385.0403470716
g11276,2019,1616000,55678.08648648648
g11277,2019,1616000,85394.40230991338
g11278,2019,5983000,0.0
g11279,2019,5983000,0.0
g11280,2019,5983000,0.0
g11281,2019,1600000,0.0
g11282,2019,1600000,0.0
g11283,2019,1600000,0.0
g11284,2019,1600000,0.0
g11285,2019,1600000,0.0
g11286,2019,1600000,0.0
g11287,2019,1600000,0.0
g11288,2019,1600000,0.0
g11289,2019,1616000,87897.24550898203
g11290,2019,1616000,87897.24550898203
g11291,2019,1616000,87897.24550898203
g11292,2019,1616000,134021.48429752068
g11293,2019,5983000,0.0
g11294,2019,5983000,0.0
g11295,2019,5983000,0.0
g11296,2019,5983000,0.0
g11297,2019,5983000,0.0
g11298,2019,5983000,0.0
g11299,2019,5983000,0.0
g11300,2019,5983000,0.0
g11301,2019,5983000,0.0
g11302,2019,5983000,0.0
g11303,2019,5983000,0.0
g11304,2019,1616000,198662.61285347043
g11305,2019,1616000,157350.45714285717
g11306,2019,1616000,161050.36985743378
g11307,2019,1616000,161050.36985743378
g11308,2019,1616000,856064.7428571428
g11309,2019,1616000,856064.7428571428
g11310,2019,1616000,856064.7428571428
g11311,2019,1616000,856064.7428571428
g11312,2019,1616000,856064.7428571428
g11313,2019,1616000,856064.7428571428
g11314,2019,5983000,0.0
g11315,2019,5983000,0.0
g11316,2019,5983000,0.0
g11317,2019,5983000,0.0
g11318,2019,5983000,0.0
g11319,2019,5983000,0.0
g11320,2019,5983000,0.0
g11321,2019,1616000,869237.7460701329
g11322,2019,1616000,869237.7460701329
g11323,2019,1616000,869237.7460701329
g11324,2019,1616000,869237.7460701329
g11325,2019,1616000,869237.7460701329
g11326,2019,1616000,869237.7460701329
g11327,2019,1616000,118366.39828326179
g11328,2019,1616000,118366.39828326179
g11329,2019,5983000,0.0
g11330,2019,5983000,0.0
g11331,2019,5983000,0.0
g11332,2019,5983000,0.0
g11333,2019,1616000,48300.06013858021
g11334,2019,1616000,48300.06013858021
g11335,2019,1616000,48300.06013858021
g11336,2019,1616000,956679.6000000002
g11337,2019,1616000,56201.59503722085
g11338,2019,1616000,56201.59503722085
g11339,2019,1616000,260471.04827586206
g11340,2019,1956000,0.0
g11341,2019,1956000,0.0
g11342,2019,1616000,270046.30967741937
g11343,2019,1616000,270046.30967741937
g11344,2019,1600000,0.0
g11345,2019,1616000,222646.81222707423
g11346,2019,1616000,222646.81222707423
g11347,2019,1600000,0.0
g11348,2019,1600000,0.0
g11349,2019,1600000,0.0
g11350,2019,1600000,0.0
g11351,2019,1600000,0.0
g11352,2019,1956000,0.0
g11353,2019,1600000,0.0
g11354,2019,1600000,0.0
g11355,2019,1616000,140308.64529616723
g11356,2019,1956000,0.0
g11357,2019,1956000,0.0
g11358,2019,1956000,0.0
g11359,2019,1600000,0.0
g11360,2019,1600000,0.0
g11361,2019,1600000,0.0
g11362,2019,1616000,121948.93333333332
g11363,2019,1616000,121948.93333333332
g11364,2019,1616000,121948.93333333332
g11365,2019,1616000,121948.93333333332
g11366,2019,1616000,121948.93333333332
g11367,2019,1616000,121948.93333333332
g11368,2019,1616000,604527.6000000001
g11369,2019,1616000,88038.0
g11370,2019,1616000,88038.0
g11371,2019,1616000,88038.0
g11372,2019,1616000,88038.0
g11373,2019,1616000,88038.0
g11374,2019,1616000,139039.32413793105
g11375,2019,1600000,0.0
g11376,2019,1616000,111514.79999999999
g11377,2019,1600000,0.0
g11378,2019,1616000,159034.10602409643
g11379,2019,1600000,0.0
g11380,2019,1956000,0.0
g11381,2019,1956000,0.0
g11382,2019,1600000,0.0
g11383,2019,1600000,0.0
g11384,2019,1616000,62813.360718870346
g11385,2019,1616000,62813.360718870346
g11386,2019,1616000,62813.360718870346
g11387,2019,1616000,62813.360718870346
g11388,2019,1616000,62813.360718870346
g11389,2019,5255000,72833.43769633508
g11390,2019,1616000,319883.9948497854
g11391,2019,1616000,319883.9948497854
g11392,2019,1616000,703389.6163583252
g11393,2019,1616000,703389.6163583252
g11394,2019,1616000,703389.6163583252
g11395,2019,1616000,306256.7803278689
g11396,2019,1616000,306256.7803278689
g11397,2019,1616000,134021.48429752068
g11398,2019,1956000,0.0
g11399,2019,1956000,0.0
g11400,2019,1600000,0.0
g11401,2019,1600000,0.0
g11402,2019,1600000,0.0
g11403,2019,1600000,0.0
g11404,2019,1616000,70031.09787867511
g11405,2019,1616000,70031.09787867511
g11406,2019,1616000,70031.09787867511
g11407,2019,1616000,70031.09787867511
g11408,2019,1616000,215445.802247191
g11409,2019,1616000,159034.10602409643
g11410,2019,1616000,476441.27687296417
g11411,2019,1616000,476441.27687296417
g11412,2019,1616000,1068807.5999999999
g11413,2019,1600000,0.0
g11414,2019,1600000,0.0
g11415,2019,1600000,0.0
g11416,2019,1600000,0.0
g11417,2019,1600000,0.0
g11418,2019,1616000,38201.28421052632
g11419,2019,1600000,0.0
g11420,2019,1600000,0.0
g11421,2019,1600000,0.0
g11422,2019,1616000,162824.91958762886
g11423,2019,5983000,0.0
g11424,2019,5983000,0.0
g11425,2019,5983000,0.0
g11426,2019,5983000,0.0
g11427,2019,1956000,0.0
g11428,2019,1956000,0.0
g11429,2019,1956000,0.0
g11430,2019,1956000,0.0
g11431,2019,1956000,0.0
g11432,2019,1956000,0.0
g11433,2019,1956000,0.0
g11434,2019,1956000,0.0
g11435,2019,1956000,0.0
g11436,2019,1956000,0.0
g11437,2019,1956000,0.0
g11438,2019,1956000,0.0
g11439,2019,1956000,0.0
g11440,2019,1956000,0.0
g11441,2019,1956000,0.0
g11442,2019,1956000,0.0
g11443,2019,1956000,0.0
g11444,2019,1616000,300460.61204819276
g11445,2019,1616000,300460.61204819276
g11446,2019,1616000,300460.61204819276
g11447,2019,1616000,300460.61204819276
g11448,2019,1956000,0.0
g11449,2019,1956000,0.0
g11450,2019,1956000,0.0
g11451,2019,1956000,0.0
g11452,2019,1616000,129401.88571428572
g11453,2019,1616000,129401.88571428572
g11454,2019,1616000,129401.88571428572
g11455,2019,1616000,129401.88571428572
g11456,2019,1956000,0.0
g11457,2019,1956000,0.0
g11458,2019,1956000,0.0
g11459,2019,1600000,0.0
g11460,2019,1616000,300460.61204819276
g11461,2019,1616000,300460.61204819276
g11462,2019,1616000,303326.9939148073
g11463,2019,1616000,303326.9939148073
g11464,2019,1616000,175345.18253079508
g11465,2019,1616000,175345.18253079508
g11466,2019,1616000,175345.18253079508
g11467,2019,1616000,175345.18253079508
g11468,2019,1616000,134021.48429752068
g11469,2019,1616000,134021.48429752068
g11470,2019,1616000,134021.48429752068
g11471,2019,1616000,134021.48429752068
g11472,2019,1616000,134021.48429752068
g11473,2019,1616000,103633.99926713081
g11474,2019,1616000,103633.99926713081
g11475,2019,1616000,103633.99926713081
g11476,2019,1600000,0.0
g11477,2019,1600000,0.0
g11478,2019,1600000,0.0
g11479,2019,1600000,0.0
g11480,2019,1956000,0.0
g11481,2019,1956000,0.0
g11482,2019,1616000,170717.1652173913
g11483,2019,1616000,604527.6000000001
g11484,2019,1616000,150672.0
g11485,2019,1616000,150672.0
g11486,2019,1616000,150672.0
g11487,2019,1616000,585594.6967741937
g11488,2019,1616000,336297.19276018103
g11489,2019,1956000,0.0
g11490,2019,1616000,470539.87909967836
g11491,2019,1616000,470539.87909967836
g11492,2019,1616000,162824.91958762886
g11493,2019,1616000,408887.6
g11494,2019,1616000,408887.6
g11495,2019,1956000,0.0
g11496,2019,1616000,170717.1652173913
g11497,2019,1616000,39008.48495897903
g11498,2019,1616000,39008.48495897903
g11499,2019,1616000,39008.48495897903
g11500,2019,1616000,39008.48495897903
g11501,2019,1616000,682045.3358490567
g11502,2019,1616000,170717.1652173913
g11503,2019,1616000,509100.87927424983
g11504,2019,1616000,509100.87927424983
g11505,2019,1616000,509100.87927424983
g11506,2019,1616000,252219.1339107262
g11507,2019,1616000,252219.1339107262
g11508,2019,1616000,252219.1339107262
g11509,2019,1616000,252219.1339107262
g11510,2019,1616000,252219.1339107262
g11511,2019,1616000,252219.1339107262
g11512,2019,1616000,170717.1652173913
g11513,2019,1616000,49915.12293577982
g11514,2019,1616000,49915.12293577982
g11515,2019,1616000,68644.12173913045
g11516,2019,1616000,138001.44615384616
g11517,2019,1616000,721911.6
g11518,2019,1616000,146014.10756608934
g11519,2019,1616000,146014.10756608934
g11520,2019,1956000,0.0
g11521,2019,1616000,52508.77700693755
g11522,2019,1616000,52508.77700693755
g11523,2019,1616000,52508.77700693755
g11524,2019,1616000,170717.1652173913
g11525,2019,1616000,51145.885714285716
g11526,2019,1616000,51145.885714285716
g11527,2019,1616000,51145.885714285716
g11528,2019,1616000,134021.48429752068
g11529,2019,1616000,751257.6000000001
g11530,2019,1616000,751257.6000000001
g11531,2019,1616000,751257.6000000001
g11532,2019,1616000,751257.6000000001
g11533,2019,1616000,199598.29767441857
g11534,2019,1616000,817953.0545454544
g11535,2019,1616000,817953.0545454544
g11536,2019,1616000,488088.2404809619
g11537,2019,1616000,488088.2404809619
g11538,2019,1616000,488088.2404809619
g11539,2019,1616000,488088.2404809619
g11540,2019,1616000,471997.27741935477
g11541,2019,1616000,471997.27741935477
g11542,2019,1616000,272142.52258764004
g11543,2019,1616000,272142.52258764004
g11544,2019,1616000,272142.52258764004
g11545,2019,5983000,0.0
g11546,2019,5983000,0.0
g11547,2019,5983000,0.0
g11548,2019,1956000,0.0
g11549,2019,1600000,0.0
g11550,2019,1600000,0.0
g11551,2019,1600000,0.0
g11552,2019,1600000,0.0
g11553,2019,1616000,39594.60930914994
g11554,2019,1616000,39594.60930914994
g11555,2019,1616000,39594.60930914994
g11556,2019,1616000,39594.60930914994
g11557,2019,1616000,39594.60930914994
g11558,2019,1616000,39594.60930914994
g11559,2019,1616000,174119.6
g11560,2019,1616000,174119.6
g11561,2019,1616000,515344.9187279151
g11562,2019,1616000,515344.9187279151
g11563,2019,1616000,163728.7618257261
g11564,2019,1956000,0.0
g11565,2019,1956000,0.0
g11566,2019,1956000,0.0
g11567,2019,1956000,0.0
g11568,2019,1956000,0.0
g11569,2019,1956000,0.0
g11570,2019,1616000,53949.48606811145
g11571,2019,1616000,53949.48606811145
g11572,2019,7186000,74117.97158846317
g11573,2019,7186000,74117.97158846317
g11574,2019,1616000,543207.6
g11575,2019,1616000,543207.6
g11576,2019,1616000,330631.60000000003
g11577,2019,1600000,0.0
g11578,2019,1600000,0.0
g11579,2019,1600000,0.0
g11580,2019,1600000,0.0
g11581,2019,1600000,0.0
g11582,2019,1600000,0.0
g11583,2019,1600000,0.0
g11584,2019,1600000,0.0
g11585,2019,1600000,0.0
g11586,2019,1616000,75497.47600000001
g11587,2019,1616000,40692.22418879056
g11588,2019,1616000,41084.399999999994
g11589,2019,1616000,41084.399999999994
g11590,2019,1616000,107902.98461538462
g11591,2019,1616000,107902.98461538462
g11592,2019,1616000,107902.98461538462
g11593,2019,1616000,48229.51304347826
g11594,2019,1616000,48229.51304347826
g11595,2019,1616000,51150.27289612802
g11596,2019,1616000,51150.27289612802
g11597,2019,1616000,51150.27289612802
g11598,2019,1616000,82700.2292051756
g11599,2019,1616000,82700.2292051756
g11600,2019,1616000,82700.2292051756
g11601,2019,1616000,82700.2292051756
g11602,2019,1616000,82700.2292051756
g11603,2019,1616000,82700.2292051756
g11604,2019,1616000,197736.50025575448
g11605,2019,1616000,214340.56089385474
g11606,2019,1616000,214340.56089385474
g11607,2019,1616000,214340.56089385474
g11608,2019,5983000,0.0
g11609,2019,5983000,0.0
g11610,2019,5983000,0.0
g11611,2019,5983000,0.0
g11612,2019,5983000,0.0
g11613,2019,5983000,0.0
g11614,2019,5983000,0.0
g11615,2019,5983000,0.0
g11616,2019,5983000,0.0
g11617,2019,5983000,0.0
g11618,2019,5983000,0.0
g11619,2019,5983000,0.0
g11620,2019,5983000,0.0
g11621,2019,1616000,346721.61869158875
g11622,2019,1616000,346721.61869158875
g11623,2019,1956000,0.0
g11624,2019,1616000,43274.527696793004
g11625,2019,1616000,43274.527696793004
g11626,2019,1616000,43274.527696793004
g11627,2019,1616000,170717.1652173913
g11628,2019,5983000,0.0
g11629,2019,5983000,0.0
g11630,2019,5983000,0.0
g11631,2019,5983000,0.0
g11632,2019,5983000,0.0
g11633,2019,5983000,0.0
g11634,2019,5983000,0.0
g11635,2019,1616000,241908.2369426752
g11636,2019,1616000,241908.2369426752
g11637,2019,1616000,241908.2369426752
g11638,2019,1956000,0.0
g11639,2019,1600000,0.0
g11640,2019,1600000,0.0
g11641,2019,1600000,0.0
g11642,2019,1600000,0.0
g11643,2019,1616000,140308.64529616723
g11644,2019,1616000,251360.82973780285
g11645,2019,1616000,251360.82973780285
g11646,2019,1616000,251360.82973780285
g11647,2019,1616000,251360.82973780285
g11648,2019,1616000,189389.06341463412
g11649,2019,1616000,189389.06341463412
g11650,2019,1616000,189389.06341463412
g11651,2019,1600000,0.0
g11652,2019,1600000,0.0
g11653,2019,1600000,0.0
g11654,2019,1600000,0.0
g11655,2019,1616000,137183.8308998302
g11656,2019,1956000,0.0
g11657,2019,1616000,134021.48429752068
g11658,2019,1600000,0.0
g11659,2019,1600000,0.0
g11660,2019,1600000,0.0
g11661,2019,1600000,0.0
g11662,2019,1600000,0.0
g11663,2019,1600000,0.0
g11664,2019,1600000,0.0
g11665,2019,1600000,0.0
g11666,2019,1600000,0.0
g11667,2019,1600000,0.0
g11668,2019,1600000,0.0
g11669,2019,1600000,0.0
g11670,2019,1600000,0.0
g11671,2019,1600000,0.0
g11672,2019,1600000,0.0
g11673,2019,1600000,0.0
g11674,2019,1600000,0.0
g11675,2019,1600000,0.0
g11676,2019,1600000,0.0
g11677,2019,1600000,0.0
g11678,2019,1600000,0.0
g11679,2019,1600000,0.0
g11680,2019,1600000,0.0
g11681,2019,1600000,0.0
g11682,2019,1600000,0.0
g11683,2019,1600000,0.0
g11684,2019,1600000,0.0
g11685,2019,1956000,0.0
g11686,2019,1600000,0.0
g11687,2019,1616000,70432.16080402011
g11688,2019,1616000,70432.16080402011
g11689,2019,1616000,70432.16080402011
g11690,2019,1616000,70432.16080402011
g11691,2019,1616000,70432.16080402011
g11692,2019,1616000,70432.16080402011
g11693,2019,1616000,995807.6
g11694,2019,1616000,150495.1471698113
g11695,2019,1616000,150495.1471698113
g11696,2019,1616000,58366.03472222221
g11697,2019,1616000,58366.03472222221
g11698,2019,1616000,58366.03472222221
g11699,2019,1616000,58366.03472222221
g11700,2019,1616000,58366.03472222221
g11701,2019,1616000,58366.03472222221
g11702,2019,1616000,291655.84902723733
g11703,2019,1616000,291655.84902723733
g11704,2019,1616000,38757.87027027027
g11705,2019,1616000,38757.87027027027
g11706,2019,1616000,982407.6
g11707,2019,1616000,159034.10602409643
g11708,2019,1616000,317311.42978723405
g11709,2019,1600000,0.0
g11710,2019,1600000,0.0
g11711,2019,1600000,0.0
g11712,2019,1616000,162228.54455852153
g11713,2019,1616000,136981.1593220339
g11714,2019,1616000,136981.1593220339
g11715,2019,5255000,198358.99622158043
g11716,2019,5255000,167387.3995714105
g11717,2019,5255000,235490.4228122362
g11718,2019,5255000,184997.18400000004
g11719,2019,5255000,184997.18400000004
g11720,2019,1616000,369759.5999999999
g11721,2019,1616000,758980.2315789474
g11722,2019,1616000,758980.2315789474
g11723,2019,1600000,0.0
g11724,2019,1956000,0.0
g11725,2019,1600000,0.0
g11726,2019,1600000,0.0
g11727,2019,1600000,0.0
g11728,2019,1600000,0.0
g11729,2019,1600000,0.0
g11730,2019,1616000,134021.48429752068
g11731,2019,1600000,0.0
g11732,2019,1600000,0.0
g11733,2019,1616000,808960.408988764
g11734,2019,1616000,300460.61204819276
g11735,2019,1616000,300460.61204819276
g11736,2019,1616000,657883.9636363636
g11737,2019,1616000,657883.9636363636
g11738,2019,1616000,657883.9636363636
g11739,2019,1600000,0.0
g11740,2019,1616000,55406.65915311544
g11741,2019,1616000,55406.65915311544
g11742,2019,1616000,55406.65915311544
g11743,2019,1616000,50673.51549295775
g11744,2019,1616000,50673.51549295775
g11745,2019,1616000,50673.51549295775
g11746,2019,1616000,50673.51549295775
g11747,2019,1616000,369759.5999999999
g11748,2019,1616000,408887.6
g11749,2019,1616000,158750.68617234466
g11750,2019,1600000,0.0
g11751,2019,1600000,0.0
g11752,2019,1956000,0.0
g11753,2019,1956000,0.0
g11754,2019,1956000,0.0
g11755,2019,5983000,0.0
g11756,2019,5983000,0.0
g11757,2019,5983000,0.0
g11758,2019,5983000,0.0
g11759,2019,5983000,0.0
g11760,2019,5983000,0.0
g11761,2019,1600000,0.0
g11762,2019,1616000,305078.6204081633
g11763,2019,1616000,305078.6204081633
g11764,2019,1616000,160758.81951219513
g11765,2019,1600000,0.0
g11766,2019,1600000,0.0
g11767,2019,1600000,0.0
g11768,2019,1616000,53359.07208121828
g11769,2019,1616000,53359.07208121828
g11770,2019,1616000,53359.07208121828
g11771,2019,1600000,0.0
g11772,2019,1600000,0.0
g11773,2019,1600000,0.0
g11774,2019,5983000,0.0
g11775,2019,5983000,0.0
g11776,2019,5983000,0.0
g11777,2019,1616000,161343.11020408163
g11778,2019,1600000,0.0
g11779,2019,1956000,0.0
g11780,2019,1616000,567845.1
g11781,2019,1616000,567845.1
g11782,2019,1616000,367135.2952853598
g11783,2019,1616000,367135.2952853598
g11784,2019,1600000,0.0
g11785,2019,5983000,0.0
g11786,2019,5983000,0.0
g11787,2019,5983000,0.0
g11788,2019,5983000,0.0
g11789,2019,1956000,0.0
g11790,2019,1956000,0.0
g11791,2019,1616000,144876.05854716297
g11792,2019,1616000,144876.05854716297
g11793,2019,1616000,144876.05854716297
g11794,2019,1616000,144876.05854716297
g11795,2019,1616000,144876.05854716297
g11796,2019,1616000,103919.36470588234
g11797,2019,1616000,158750.68617234466
g11798,2019,1616000,158750.68617234466
g11799,2019,1616000,158750.68617234466
g11800,2019,1616000,772494.9196141479
g11801,2019,1616000,401003.4251497006
g11802,2019,1616000,401003.4251497006
g11803,2019,1616000,401003.4251497006
g11804,2019,1616000,772494.9196141479
g11805,2019,1616000,772494.9196141479
g11806,2019,1616000,224755.83529411769
g11807,2019,1600000,0.0
g11808,2019,1600000,0.0
g11809,2019,1600000,0.0
g11810,2019,1616000,646450.4571428573
g11811,2019,1616000,646450.4571428573
g11812,2019,1616000,646450.4571428573
g11813,2019,1616000,646450.4571428573
g11814,2019,1616000,159034.10602409643
g11815,2019,1600000,0.0
g11816,2019,1600000,0.0
g11817,2019,1600000,0.0
g11818,2019,1600000,0.0
g11819,2019,1600000,0.0
g11820,2019,1616000,721911.6
g11821,2019,1616000,721911.6
g11822,2019,1616000,721911.6
g11823,2019,1616000,721911.6
g11824,2019,1600000,0.0
g11825,2019,1600000,0.0
g11826,2019,1600000,0.0
g11827,2019,1600000,0.0
g11828,2019,1600000,0.0
g11829,2019,1600000,0.0
g11830,2019,1600000,0.0
g11831,2019,1600000,0.0
g11832,2019,1600000,0.0
g11833,2019,1600000,0.0
g11834,2019,1600000,0.0
g11835,2019,1600000,0.0
g11836,2019,1616000,115427.6
g11837,2019,1616000,115427.6
g11838,2019,5983000,0.0
g11839,2019,5983000,0.0
g11840,2019,1600000,0.0
g11841,2019,1616000,159034.10602409643
g11842,2019,1600000,0.0
g11843,2019,5983000,0.0
g11844,2019,5983000,0.0
g11845,2019,5983000,0.0
g11846,2019,5983000,0.0
g11847,2019,1616000,322501.10649350646
g11848,2019,1616000,322501.10649350646
g11849,2019,1616000,322501.10649350646
g11850,2019,1616000,322501.10649350646
g11851,2019,1616000,161343.11020408163
g11852,2019,1616000,161343.11020408163
g11853,2019,1616000,161343.11020408163
g11854,2019,1616000,161343.11020408163
g11855,2019,1616000,158750.68617234466
g11856,2019,1616000,646450.4571428573
g11857,2019,1616000,646450.4571428573
g11858,2019,1616000,646450.4571428573
g11859,2019,1616000,646450.4571428573
g11860,2019,1616000,134021.48429752068
g11861,2019,1616000,134021.48429752068
g11862,2019,1616000,167459.51489361702
g11863,2019,1616000,48296.41830065359
g11864,2019,1616000,48296.41830065359
g11865,2019,1616000,48296.41830065359
g11866,2019,1600000,0.0
g11867,2019,1616000,53482.762836185815
g11868,2019,1616000,53482.762836185815
g11869,2019,1616000,53482.762836185815
g11870,2019,1616000,53482.762836185815
g11871,2019,1616000,53482.762836185815
g11872,2019,1616000,408887.6
g11873,2019,1956000,0.0
g11874,2019,1956000,0.0
g11875,2019,1956000,0.0
g11876,2019,1956000,0.0
g11877,2019,1956000,0.0
g11878,2019,1956000,0.0
g11879,2019,1616000,49915.12293577982
g11880,2019,1616000,49915.12293577982
g11881,2019,1616000,964252.2903225806
g11882,2019,1616000,964252.2903225806
g11883,2019,1616000,964252.2903225806
g11884,2019,1616000,964252.2903225806
g11885,2019,1616000,964252.2903225806
g11886,2019,1956000,0.0
g11887,2019,1956000,0.0
g11888,2019,1956000,0.0
g11889,2019,1956000,0.0
g11890,2019,1956000,0.0
g11891,2019,1956000,0.0
g11892,2019,1600000,0.0
g11893,2019,1600000,0.0
g11894,2019,1600000,0.0
g11895,2019,1600000,0.0
g11896,2019,1600000,0.0
g11897,2019,1616000,158750.68617234466
g11898,2019,1616000,158750.68617234466
g11899,2019,1616000,177676.69090909092
g11900,2019,1956000,0.0
g11901,2019,1956000,0.0
g11902,2019,1956000,0.0
g11903,2019,1956000,0.0
g11904,2019,1956000,0.0
g11905,2019,1600000,0.0
g11906,2019,1616000,158468.4
g11907,2019,1616000,158468.4
g11908,2019,1616000,158468.4
g11909,2019,1616000,158468.4
g11910,2019,1616000,688373.3142857143
g11911,2019,1616000,688373.3142857143
g11912,2019,1616000,21636.45128205128
g11913,2019,1616000,21636.45128205128
g11914,2019,1600000,0.0
g11915,2019,1600000,0.0
g11916,2019,1600000,0.0
g11917,2019,1600000,0.0
g11918,2019,1600000,0.0
g11919,2019,1600000,0.0
g11920,2019,1600000,0.0
g11921,2019,1600000,0.0
g11922,2019,1600000,0.0
g11923,2019,1616000,376946.375510204
g11924,2019,1616000,376946.375510204
g11925,2019,1616000,376946.375510204
g11926,2019,1616000,376946.375510204
g11927,2019,1616000,376946.375510204
g11928,2019,1616000,376946.375510204
g11929,2019,1600000,0.0
g11930,2019,1600000,0.0
g11931,2019,1600000,0.0
g11932,2019,1600000,0.0
g11933,2019,1600000,0.0
g11934,2019,1600000,0.0
g11935,2019,1600000,0.0
g11936,2019,1600000,0.0
g11937,2019,1616000,55438.74952999948
g11938,2019,1616000,55438.74952999948
g11939,2019,1616000,55438.74952999948
g11940,2019,1616000,93136.78970509383
g11941,2019,1616000,93136.78970509383
g11942,2019,5255000,118731.18923396825
g11943,2019,1600000,0.0
g11944,2019,1600000,0.0
g11945,2019,1600000,0.0
g11946,2019,1600000,0.0
g11947,2019,1600000,0.0
g11948,2019,5255000,167938.08892186245
g11949,2019,5255000,186824.4617863856
g11950,2019,1600000,0.0
g11951,2019,1600000,0.0
g11952,2019,1616000,183717.03396226416
g11953,2019,1616000,183717.03396226416
g11954,2019,1616000,183717.03396226416
g11955,2019,1600000,0.0
g11956,2019,1600000,0.0
g11957,2019,1600000,0.0
g11958,2019,1600000,0.0
g11959,2019,1600000,0.0
g11960,2019,1616000,310216.4570004154
g11961,2019,1616000,310216.4570004154
g11962,2019,1616000,310216.4570004154
g11963,2019,1616000,310216.4570004154
g11964,2019,1600000,0.0
g11965,2019,1600000,0.0
g11966,2019,1600000,0.0
g11967,2019,1600000,0.0
g11968,2019,1600000,0.0
g11969,2019,1616000,57026.53607208821
g11970,2019,1616000,57026.53607208821
g11971,2019,1616000,57026.53607208821
g11972,2019,5255000,178534.01388484397
g11973,2019,1616000,310216.4570004154
g11974,2019,1616000,310216.4570004154
g11975,2019,1616000,310216.4570004154
g11976,2019,1616000,310216.4570004154
g11977,2019,1600000,0.0
g11978,2019,1600000,0.0
g11979,2019,1600000,0.0
g11980,2019,1600000,0.0
g11981,2019,1600000,0.0
g11982,2019,1600000,0.0
g11983,2019,1600000,0.0
g11984,2019,1600000,0.0
g11985,2019,1600000,0.0
g11986,2019,1600000,0.0
g11987,2019,1600000,0.0
g11988,2019,1600000,0.0
g11989,2019,1616000,46440.51582265525
g11990,2019,1616000,46440.51582265525
g11991,2019,1616000,46440.51582265525
g11992,2019,1616000,46440.51582265525
g11993,2019,1616000,46440.51582265525
g11994,2019,1616000,46440.51582265525
g11995,2019,1616000,112783.81621621622
g11996,2019,1616000,112783.81621621622
g11997,2019,1616000,112783.81621621622
g11998,2019,1600000,0.0
g11999,2019,1956000,0.0
g12000,2019,1616000,64997.40815502624
g12001,2019,1616000,64997.40815502624
g12002,2019,1616000,64997.40815502624
g12003,2019,1616000,64997.40815502624
g12004,2019,1616000,64997.40815502624
g12005,2019,1616000,76397.72954924876
g12006,2019,1616000,100466.89411764705
g12007,2019,1616000,100466.89411764705
g12008,2019,1600000,0.0
g12009,2019,1600000,0.0
g12010,2019,1616000,70642.67168674698
g12011,2019,1616000,70642.67168674698
g12012,2019,1616000,70642.67168674698
g12013,2019,1616000,70642.67168674698
g12014,2019,1616000,70642.67168674698
g12015,2019,1616000,70642.67168674698
g12016,2019,1616000,90614.55872291904
g12017,2019,1616000,90614.55872291904
g12018,2019,1616000,90614.55872291904
g12019,2019,1616000,90614.55872291904
g12020,2019,1616000,90614.55872291904
g12021,2019,1616000,90614.55872291904
g12022,2019,1616000,49394.34941553459
g12023,2019,1616000,49394.34941553459
g12024,2019,1616000,49394.34941553459
g12025,2019,1600000,0.0
g12026,2019,1600000,0.0
g12027,2019,1600000,0.0
g12028,2019,1600000,0.0
g12029,2019,1600000,0.0
g12030,2019,1616000,129401.8857142857
g12031,2019,1616000,129401.8857142857
g12032,2019,1616000,129401.8857142857
g12033,2019,1616000,129401.8857142857
g12034,2019,1616000,135342.87863590772
g12035,2019,1616000,135342.87863590772
g12036,2019,1616000,135342.87863590772
g12037,2019,1616000,135342.87863590772
g12038,2019,1616000,135342.87863590772
g12039,2019,1616000,135342.87863590772
g12040,2019,1600000,0.0
g12041,2019,1600000,0.0
g12042,2019,1600000,0.0
g12043,2019,1600000,0.0
g12044,2019,1616000,52787.53246753247
g12045,2019,1616000,52787.53246753247
g12046,2019,1616000,52787.53246753247
g12047,2019,1600000,0.0
g12048,2019,1600000,0.0
g12049,2019,1600000,0.0
g12050,2019,1600000,0.0
g12051,2019,5983000,0.0
g12052,2019,5983000,0.0
g12053,2019,5983000,0.0
g12054,2019,5983000,0.0
g12055,2019,5983000,0.0
g12056,2019,5983000,0.0
g12057,2019,1616000,78851.42608695653
g12058,2019,1616000,78851.42608695653
g12059,2019,1616000,132128.57560975608
g12060,2019,1616000,132128.57560975608
g12061,2019,1616000,132128.57560975608
g12062,2019,1600000,0.0
g12063,2019,1600000,0.0
g12064,2019,1600000,0.0
g12065,2019,1616000,134021.48429752066
g12066,2019,1616000,134021.48429752066
g12067,2019,1616000,278460.9333333333
g12068,2019,1616000,278460.9333333333
