GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om
g12069,2019,1616000,278460.9333333333
g12070,2019,1616000,278460.9333333333
g12071,2019,1616000,956679.6000000001
g12072,2019,1616000,956679.6000000001
g12073,2019,1616000,956679.6000000001
g12074,2019,1616000,956679.6000000001
g12075,2019,5983000,0.0
g12076,2019,1956000,0.0
g12077,2019,5983000,0.0
g12078,2019,5983000,0.0
g12079,2019,5983000,0.0
g12080,2019,5983000,0.0
g12081,2019,1600000,0.0
g12082,2019,1616000,163971.65336658357
g12083,2019,1616000,98842.20207612457
g12084,2019,1616000,163971.65336658357
g12085,2019,1616000,163971.65336658357
g12086,2019,1616000,163971.65336658357
g12087,2019,1616000,163971.65336658357
g12088,2019,1616000,161785.63357215968
g12089,2019,1616000,161785.63357215968
g12090,2019,5255000,106455.14482758618
g12091,2019,5983000,0.0
g12092,2019,5983000,0.0
g12093,2019,5983000,0.0
g12094,2019,5983000,0.0
g12095,2019,5983000,0.0
g12096,2019,1616000,65847.6
g12097,2019,1616000,65847.6
g12098,2019,1616000,139249.0507772021
g12099,2019,1616000,139249.0507772021
g12100,2019,1616000,139249.0507772021
g12101,2019,1616000,148034.26666666666
g12102,2019,1616000,148034.26666666666
g12103,2019,1600000,0.0
g12104,2019,1600000,0.0
g12105,2019,1616000,47450.98983050847
g12106,2019,1616000,47450.98983050847
g12107,2019,1616000,47450.98983050847
g12108,2019,5255000,161552.9946519846
g12109,2019,5255000,111184.8624941905
g12110,2019,5255000,94393.21451896234
g12111,2019,5255000,109451.06483097412
g12112,2019,5255000,138423.71960872944
g12113,2019,5255000,65084.11690437222
g12114,2019,5255000,141072.74401846714
g12115,2019,5255000,183683.64043921628
g12116,2019,5255000,65084.11690437222
g12117,2019,1600000,0.0
g12118,2019,5983000,0.0
g12119,2019,5983000,0.0
g12120,2019,1600000,0.0
g12121,2019,1600000,0.0
g12122,2019,1600000,0.0
g12123,2019,1600000,0.0
g12124,2019,1600000,0.0
g12125,2019,1956000,0.0
g12126,2019,5255000,71708.82459338126
g12127,2019,5255000,115286.8436884423
g12128,2019,5255000,120295.10659463517
g12129,2019,1600000,0.0
g12130,2019,1600000,0.0
g12131,2019,1600000,0.0
g12132,2019,1600000,0.0
g12133,2019,1600000,0.0
g12134,2019,1600000,0.0
g12135,2019,1600000,0.0
g12136,2019,1616000,55983.23979730835
g12137,2019,1616000,55983.23979730835
g12138,2019,1616000,55983.23979730835
g12139,2019,1616000,55983.23979730835
g12140,2019,1616000,55983.23979730835
g12141,2019,1616000,55983.23979730835
g12142,2019,1616000,150244.88813559324
g12143,2019,1616000,150244.88813559324
g12144,2019,1616000,278942.7784786642
g12145,2019,1616000,278942.7784786642
g12146,2019,1616000,278942.7784786642
g12147,2019,1616000,278942.7784786642
g12148,2019,1600000,0.0
g12149,2019,1616000,71731.29332206256
g12150,2019,1616000,71731.29332206256
g12151,2019,1616000,71731.29332206256
g12152,2019,1616000,112399.52462987886
g12153,2019,1616000,112399.52462987886
g12154,2019,1616000,112399.52462987886
g12155,2019,1616000,75814.54214876033
g12156,2019,1616000,75814.54214876033
g12157,2019,1616000,75814.54214876033
g12158,2019,1616000,75814.54214876033
g12159,2019,1616000,75814.54214876033
g12160,2019,1616000,75814.54214876033
g12161,2019,1600000,0.0
g12162,2019,1600000,0.0
g12163,2019,1616000,48159.290330976444
g12164,2019,1616000,48159.290330976444
g12165,2019,1616000,48159.290330976444
g12166,2019,7186000,74404.56328392244
g12167,2019,7186000,74404.56328392244
g12168,2019,7186000,74404.56328392244
g12169,2019,1600000,0.0
g12170,2019,1600000,0.0
g12171,2019,5255000,137765.10894536917
g12172,2019,5255000,166583.3555565913
g12173,2019,5255000,111259.50954903914
g12174,2019,5255000,95245.90867595216
g12175,2019,5255000,133231.15134207997
g12176,2019,5255000,203328.2678733511
g12177,2019,1616000,242624.85239616613
g12178,2019,1616000,242624.85239616613
g12179,2019,1616000,783155.4260869565
g12180,2019,1616000,100466.89411764705
g12181,2019,1616000,50309.49714444909
g12182,2019,1616000,50309.49714444909
g12183,2019,1616000,50309.49714444909
g12184,2019,1616000,800167.6
g12185,2019,1600000,0.0
g12186,2019,5255000,99730.82720912376
g12187,2019,5255000,33473.538566089024
g12188,2019,5255000,66523.53533253307
g12189,2019,5255000,67797.85501355081
g12190,2019,1616000,51742.71700673678
g12191,2019,1616000,51742.71700673678
g12192,2019,1616000,51742.71700673678
g12193,2019,1616000,51742.71700673678
g12194,2019,1616000,51742.71700673678
g12195,2019,1616000,51742.71700673678
g12196,2019,1616000,87459.2561737578
g12197,2019,1616000,87459.2561737578
g12198,2019,1616000,87459.2561737578
g12199,2019,1616000,87459.2561737578
g12200,2019,1616000,87459.2561737578
g12201,2019,1616000,87459.2561737578
g12202,2019,1616000,49476.5592760181
g12203,2019,1616000,49476.5592760181
g12204,2019,1616000,49476.5592760181
g12205,2019,1616000,49476.5592760181
g12206,2019,1616000,49476.5592760181
g12207,2019,1616000,49476.5592760181
g12208,2019,1616000,49498.66062938647
g12209,2019,1616000,49498.66062938647
g12210,2019,1616000,49498.66062938647
g12211,2019,1616000,49498.66062938647
g12212,2019,1616000,49498.66062938647
g12213,2019,1616000,49498.66062938647
g12214,2019,1600000,0.0
g12215,2019,1600000,0.0
g12216,2019,1600000,0.0
g12217,2019,5983000,0.0
g12218,2019,5983000,0.0
g12219,2019,5983000,0.0
g12220,2019,5983000,0.0
g12221,2019,5983000,0.0
g12222,2019,5983000,0.0
g12223,2019,5255000,76709.40739809611
g12224,2019,5255000,164149.10147218595
g12225,2019,5255000,127887.1171737491
g12226,2019,5255000,172428.0374025797
g12227,2019,1616000,79606.49999999999
g12228,2019,1616000,79606.49999999999
g12229,2019,1616000,150244.88813559324
g12230,2019,1616000,150244.88813559324
g12231,2019,1956000,0.0
g12232,2019,5983000,0.0
g12233,2019,1600000,0.0
g12234,2019,1600000,0.0
g12235,2019,5983000,0.0
g12236,2019,5983000,0.0
g12237,2019,5983000,0.0
g12238,2019,5983000,0.0
g12239,2019,1616000,51742.71700673678
g12240,2019,1616000,51742.71700673678
g12241,2019,1616000,51742.71700673678
g12242,2019,1616000,51742.71700673678
g12243,2019,1616000,51742.71700673678
g12244,2019,1616000,51742.71700673678
g12245,2019,1600000,0.0
g12246,2019,1616000,54666.917127071814
g12247,2019,1616000,54666.917127071814
g12248,2019,1616000,54666.917127071814
g12249,2019,1616000,54666.917127071814
g12250,2019,1616000,54666.917127071814
g12251,2019,1616000,54666.917127071814
g12252,2019,1600000,0.0
g12253,2019,1600000,0.0
g12254,2019,5983000,0.0
g12255,2019,5983000,0.0
g12256,2019,5983000,0.0
g12257,2019,5983000,0.0
g12258,2019,5983000,0.0
g12259,2019,5983000,0.0
g12260,2019,1600000,0.0
g12261,2019,1616000,47241.04682963774
g12262,2019,1616000,47241.04682963774
g12263,2019,1616000,47241.04682963774
g12264,2019,1600000,0.0
g12265,2019,1600000,0.0
g12266,2019,1616000,48159.290330976444
g12267,2019,1616000,48159.290330976444
g12268,2019,1616000,48159.290330976444
g12269,2019,1600000,0.0
g12270,2019,1616000,49896.21785173979
g12271,2019,1616000,49896.21785173979
g12272,2019,1616000,49896.21785173979
g12273,2019,1600000,0.0
g12274,2019,1600000,0.0
g12275,2019,1956000,0.0
g12276,2019,1616000,48119.849239700205
g12277,2019,1616000,48119.849239700205
g12278,2019,1616000,48119.849239700205
g12279,2019,1616000,48119.849239700205
g12280,2019,1616000,48119.849239700205
g12281,2019,1616000,48119.849239700205
g12282,2019,1616000,956679.6000000001
g12283,2019,5255000,73243.21974771221
g12284,2019,1616000,969369.7621621622
g12285,2019,1616000,581050.7999999999
g12286,2019,1616000,581050.7999999999
g12287,2019,1616000,179889.6276497696
g12288,2019,1616000,179889.6276497696
g12289,2019,1616000,179889.6276497696
g12290,2019,1616000,179889.6276497696
g12291,2019,1616000,179889.6276497696
g12292,2019,5983000,0.0
g12293,2019,5983000,0.0
g12294,2019,5255000,102330.32478058859
g12295,2019,5255000,48976.599649357755
g12296,2019,5255000,49463.52912421229
g12297,2019,5255000,396070.8857142857
g12298,2019,5255000,497759.74855104
g12299,2019,1600000,0.0
g12300,2019,1600000,0.0
g12301,2019,1600000,0.0
g12302,2019,1600000,0.0
g12303,2019,1600000,0.0
g12304,2019,5255000,65162.90545855156
g12305,2019,5255000,108503.64787892431
g12306,2019,5255000,52955.28456561413
g12307,2019,1616000,50164.79822493412
g12308,2019,1616000,50164.79822493412
g12309,2019,1616000,50164.79822493412
g12310,2019,1956000,0.0
g12311,2019,1616000,712878.941757157
g12312,2019,1616000,712878.941757157
g12313,2019,1616000,712878.941757157
g12314,2019,5255000,154124.6034113166
g12315,2019,5255000,76509.95442189377
g12316,2019,1956000,0.0
g12317,2019,1616000,118222.45714285715
g12318,2019,1616000,118222.45714285715
g12319,2019,1956000,0.0
g12320,2019,1956000,0.0
g12321,2019,1616000,520681.8857142857
g12322,2019,1616000,520681.8857142857
g12323,2019,1616000,520681.8857142857
g12324,2019,5255000,94424.28099318329
g12325,2019,5255000,88008.60165255034
g12326,2019,5255000,114813.89879605449
g12327,2019,5255000,93741.77041729055
g12328,2019,5255000,170142.70324528302
g12329,2019,1616000,116805.34647887325
g12330,2019,1616000,116805.34647887325
g12331,2019,1616000,116805.34647887325
g12332,2019,1616000,93315.42212189616
g12333,2019,1616000,93315.42212189616
g12334,2019,1616000,93315.42212189616
g12335,2019,5255000,139979.08205821825
g12336,2019,5255000,29367.154728622383
g12337,2019,1616000,457797.6
g12338,2019,1616000,457797.6
g12339,2019,1616000,457797.6
g12340,2019,1616000,193683.6
g12341,2019,1616000,193683.6
g12342,2019,5983000,0.0
g12343,2019,5983000,0.0
g12344,2019,5983000,0.0
g12345,2019,5255000,32246.28051948052
g12346,2019,5255000,74745.11291583479
g12347,2019,5255000,105211.45353780364
g12348,2019,5255000,62415.49145496104
g12349,2019,5983000,0.0
g12350,2019,5983000,0.0
g12351,2019,5983000,0.0
g12352,2019,5983000,0.0
g12353,2019,5983000,0.0
g12354,2019,5983000,0.0
g12355,2019,1956000,0.0
g12356,2019,5255000,82947.23277315174
g12357,2019,5255000,435196.9355682325
g12358,2019,5255000,448098.66745179397
g12359,2019,5255000,366262.8903566711
g12360,2019,5255000,366262.8903566711
g12361,2019,5255000,366262.8903566711
g12362,2019,5255000,366262.8903566711
g12363,2019,1616000,84051.37358490567
g12364,2019,1616000,96894.98817966903
g12365,2019,1616000,96894.98817966903
g12366,2019,1616000,96894.98817966903
g12367,2019,1616000,177676.6909090909
g12368,2019,1616000,177676.6909090909
g12369,2019,1616000,487143.6
g12370,2019,1616000,487143.6
g12371,2019,1616000,487143.6
g12372,2019,1616000,50113.16748973093
g12373,2019,1616000,50113.16748973093
g12374,2019,1616000,50113.16748973093
g12375,2019,1616000,61764.86520376175
g12376,2019,1600000,0.0
g12377,2019,1600000,0.0
g12378,2019,1600000,0.0
g12379,2019,1600000,0.0
g12380,2019,1616000,64561.19999999999
g12381,2019,1616000,1045796.9343065693
g12382,2019,1616000,1045796.9343065693
g12383,2019,1956000,0.0
g12384,2019,1956000,0.0
g12385,2019,1616000,249286.54736842107
g12386,2019,1616000,249286.54736842107
g12387,2019,1616000,249286.54736842107
g12388,2019,1616000,249286.54736842107
g12389,2019,1616000,278460.93333333335
g12390,2019,1616000,278460.93333333335
g12391,2019,1616000,169070.8258064516
g12392,2019,1616000,169070.8258064516
g12393,2019,1616000,169070.8258064516
g12394,2019,1616000,169070.8258064516
g12395,2019,1616000,66688.32334494774
g12396,2019,1616000,66688.32334494774
g12397,2019,5255000,71431.14476392577
g12398,2019,5255000,108752.13679418617
g12399,2019,1600000,0.0
g12400,2019,1600000,0.0
g12401,2019,1600000,0.0
g12402,2019,1616000,876514.9170731709
g12403,2019,1616000,876514.9170731709
g12404,2019,1616000,876514.9170731709
g12405,2019,1616000,227847.6
g12406,2019,1616000,227847.6
g12407,2019,1616000,154819.73115137347
g12408,2019,1616000,154819.73115137347
g12409,2019,1616000,154819.73115137347
g12410,2019,1956000,0.0
g12411,2019,1956000,0.0
g12412,2019,1956000,0.0
g12413,2019,1616000,202950.75789473683
g12414,2019,1616000,202950.75789473683
g12415,2019,1616000,202950.75789473683
g12416,2019,1616000,202950.75789473683
g12417,2019,1616000,202950.75789473683
g12418,2019,1616000,202950.75789473683
g12419,2019,1956000,0.0
g12420,2019,1956000,0.0
g12421,2019,1956000,0.0
g12422,2019,5255000,161032.2133081114
g12423,2019,5255000,90479.64097196875
g12424,2019,5255000,154586.17520024304
g12425,2019,1956000,0.0
g12426,2019,1616000,124077.48752834466
g12427,2019,1616000,124077.48752834466
g12428,2019,1616000,124077.48752834466
g12429,2019,1616000,124077.48752834466
g12430,2019,1616000,124077.48752834466
g12431,2019,1616000,124077.48752834466
g12432,2019,5255000,88601.47223064912
g12433,2019,5255000,161613.81393333693
g12434,2019,5255000,133753.06669703368
g12435,2019,5255000,161067.0296019784
g12436,2019,1616000,50068.909065769454
g12437,2019,1616000,50068.909065769454
g12438,2019,1616000,50068.909065769454
g12439,2019,1616000,50068.909065769454
g12440,2019,1616000,67807.27013542409
g12441,2019,1616000,67807.27013542409
g12442,2019,1616000,207960.0324324324
g12443,2019,1616000,282383.53984962404
g12444,2019,1616000,282383.53984962404
g12445,2019,5255000,236382.2639189848
g12446,2019,5255000,271016.8732207669
g12447,2019,1956000,0.0
g12448,2019,1956000,0.0
g12449,2019,5255000,101866.74925657206
g12450,2019,5255000,100292.69167316442
g12451,2019,1956000,0.0
g12452,2019,1616000,53017.59879336349
g12453,2019,1616000,53017.59879336349
g12454,2019,1956000,0.0
g12455,2019,5983000,0.0
g12456,2019,5255000,73376.45053092342
g12457,2019,5255000,152580.324152846
g12458,2019,5255000,346058.57354979945
g12459,2019,5255000,275273.1796421594
g12460,2019,5255000,269668.20912403084
g12461,2019,1616000,313533.65042016807
g12462,2019,1616000,172160.62409479922
g12463,2019,1616000,172160.62409479922
g12464,2019,1616000,172160.62409479922
g12465,2019,1616000,172160.62409479922
g12466,2019,1616000,172160.62409479922
g12467,2019,1616000,172160.62409479922
g12468,2019,5255000,143229.12270568157
g12469,2019,5255000,124233.84038615115
g12470,2019,5255000,177574.6708686116
g12471,2019,5255000,219384.2390923698
g12472,2019,5983000,0.0
g12473,2019,5983000,0.0
g12474,2019,5983000,0.0
g12475,2019,5983000,0.0
g12476,2019,5255000,63743.682221458344
g12477,2019,1616000,108957.01634241245
g12478,2019,1616000,108957.01634241245
g12479,2019,1956000,0.0
g12480,2019,1616000,372060.609964771
g12481,2019,1616000,372060.609964771
g12482,2019,1616000,372060.609964771
g12483,2019,5983000,0.0
g12484,2019,5983000,0.0
g12485,2019,1616000,108957.01634241245
g12486,2019,1616000,108957.01634241245
g12487,2019,1616000,388293.91578947374
g12488,2019,1616000,388293.91578947374
g12489,2019,1616000,388293.91578947374
g12490,2019,1616000,388293.91578947374
g12491,2019,1616000,388293.91578947374
g12492,2019,1616000,388293.91578947374
g12493,2019,5255000,125554.81760625972
g12494,2019,5255000,195279.73976995557
g12495,2019,5255000,228169.2703489651
g12496,2019,1956000,0.0
g12497,2019,5983000,0.0
g12498,2019,5983000,0.0
g12499,2019,5983000,0.0
g12500,2019,1616000,228921.69216921696
g12501,2019,1616000,228921.69216921696
g12502,2019,1616000,88038.0
g12503,2019,1616000,88038.0
g12504,2019,1616000,228921.69216921696
g12505,2019,1616000,228921.69216921696
g12506,2019,1616000,228921.69216921696
g12507,2019,1616000,228921.69216921696
g12508,2019,5983000,0.0
g12509,2019,5983000,0.0
g12510,2019,5983000,0.0
g12511,2019,5983000,0.0
g12512,2019,1600000,0.0
g12513,2019,1600000,0.0
g12514,2019,1600000,0.0
g12515,2019,1600000,0.0
g12516,2019,1600000,0.0
g12517,2019,5983000,0.0
g12518,2019,5983000,0.0
g12519,2019,5983000,0.0
g12520,2019,1616000,111514.79999999999
g12521,2019,5983000,0.0
g12522,2019,5983000,0.0
g12523,2019,1616000,64561.19999999999
g12524,2019,1616000,64561.19999999999
g12525,2019,1956000,0.0
g12526,2019,1956000,0.0
g12527,2019,1956000,0.0
g12528,2019,1616000,657883.9636363636
g12529,2019,1616000,657883.9636363636
g12530,2019,1616000,657883.9636363636
g12531,2019,1616000,116665.82784810125
g12532,2019,1616000,116665.82784810125
g12533,2019,5983000,0.0
g12534,2019,5983000,0.0
g12535,2019,1616000,48447.93624381485
g12536,2019,1616000,48447.93624381485
g12537,2019,1616000,48447.93624381485
g12538,2019,1616000,126514.06834699243
g12539,2019,1616000,126514.06834699243
g12540,2019,1616000,126514.06834699243
g12541,2019,1616000,157350.45714285714
g12542,2019,1616000,157350.45714285714
g12543,2019,1616000,352990.45714285714
g12544,2019,1616000,352990.45714285714
g12545,2019,1616000,352990.45714285714
g12546,2019,1616000,352990.45714285714
g12547,2019,1616000,282383.53984962404
g12548,2019,1616000,376946.37551020406
g12549,2019,1616000,376946.37551020406
g12550,2019,1616000,376946.37551020406
g12551,2019,1616000,376946.37551020406
g12552,2019,1616000,376946.37551020406
g12553,2019,1616000,376946.37551020406
g12554,2019,5255000,137675.78465179596
g12555,2019,5255000,157562.53243898682
g12556,2019,5255000,87226.91127953962
g12557,2019,5983000,0.0
g12558,2019,5983000,0.0
g12559,2019,5983000,0.0
g12560,2019,5983000,0.0
g12561,2019,1616000,53359.07208121828
g12562,2019,1616000,53359.07208121828
g12563,2019,1956000,0.0
g12564,2019,5255000,60991.21927840259
g12565,2019,5255000,122505.87229217678
g12566,2019,5255000,163645.24815180516
g12567,2019,1956000,0.0
g12568,2019,1956000,0.0
g12569,2019,1956000,0.0
g12570,2019,1616000,56664.32207619364
g12571,2019,1616000,56664.32207619364
g12572,2019,1616000,56664.32207619364
g12573,2019,5255000,135304.0009235575
g12574,2019,5255000,177279.75136327863
g12575,2019,5255000,74586.17961092108
g12576,2019,5255000,137336.06737198107
g12577,2019,5255000,112223.92218460301
g12578,2019,5255000,124494.59624330861
g12579,2019,5255000,47528.55692908263
g12580,2019,5255000,67937.1597345978
g12581,2019,5255000,47528.55692908263
g12582,2019,5255000,47528.55692908263
g12583,2019,1956000,0.0
g12584,2019,5255000,139163.81049373088
g12585,2019,1956000,0.0
g12586,2019,1956000,0.0
g12587,2019,5255000,107474.87240894999
g12588,2019,5255000,82979.549041104
g12589,2019,5983000,0.0
g12590,2019,5983000,0.0
g12591,2019,1956000,0.0
g12592,2019,1956000,0.0
g12593,2019,5255000,79691.52951297679
g12594,2019,5255000,112514.55791845698
g12595,2019,5255000,119732.85526077956
g12596,2019,5255000,144020.901523731
g12597,2019,1956000,0.0
g12598,2019,1956000,0.0
g12599,2019,1956000,0.0
g12600,2019,1956000,0.0
g12601,2019,1956000,0.0
g12602,2019,1956000,0.0
g12603,2019,5255000,90301.92619355884
g12604,2019,1616000,228921.6921692169
g12605,2019,1616000,228921.6921692169
g12606,2019,1616000,193683.60000000003
g12607,2019,1616000,228921.6921692169
g12608,2019,1956000,0.0
g12609,2019,5255000,405911.2093704246
g12610,2019,5255000,451149.016825757
g12611,2019,5255000,486944.33680842165
g12612,2019,5255000,455522.5619447263
g12613,2019,5255000,437047.09480311564
g12614,2019,5255000,405911.2093704246
g12615,2019,5255000,184997.184
g12616,2019,5255000,184997.184
g12617,2019,1956000,0.0
g12618,2019,1956000,0.0
g12619,2019,5255000,84646.62785221792
g12620,2019,5255000,97164.08145611323
g12621,2019,5255000,108752.15047854526
g12622,2019,5255000,89242.40121751161
g12623,2019,1956000,0.0
g12624,2019,5983000,0.0
g12625,2019,5983000,0.0
g12626,2019,5983000,0.0
g12627,2019,5983000,0.0
g12628,2019,5983000,0.0
g12629,2019,5983000,0.0
g12630,2019,5983000,0.0
g12631,2019,1616000,956679.6000000001
g12632,2019,1616000,193683.60000000003
g12633,2019,1616000,956679.6000000001
g12634,2019,1616000,956679.6000000001
g12635,2019,1616000,956679.6000000001
g12636,2019,1616000,956679.6000000001
g12637,2019,1616000,956679.6000000001
g12638,2019,1616000,956679.6000000001
g12639,2019,1616000,956679.6000000001
g12640,2019,1616000,956679.6000000001
g12641,2019,1956000,0.0
g12642,2019,5255000,99520.35591474021
g12643,2019,5255000,78407.34496843493
g12644,2019,5255000,69490.72294944337
g12645,2019,5255000,113427.92988702239
g12646,2019,1956000,0.0
g12647,2019,1956000,0.0
g12648,2019,1956000,0.0
g12649,2019,1956000,0.0
g12650,2019,5983000,0.0
g12651,2019,5983000,0.0
g12652,2019,5983000,0.0
g12653,2019,5983000,0.0
g12654,2019,5983000,0.0
g12655,2019,5983000,0.0
g12656,2019,5255000,46113.37768421053
g12657,2019,1616000,213247.6
g12658,2019,1616000,213247.6
g12659,2019,1616000,213247.6
g12660,2019,5983000,0.0
g12661,2019,5983000,0.0
g12662,2019,5983000,0.0
g12663,2019,5983000,0.0
g12664,2019,5983000,0.0
g12665,2019,5983000,0.0
g12666,2019,5983000,0.0
g12667,2019,5983000,0.0
g12668,2019,5983000,0.0
g12669,2019,5983000,0.0
g12670,2019,1616000,58366.03472222221
g12671,2019,1616000,694822.9846153846
g12672,2019,1616000,694822.9846153846
g12673,2019,1616000,64327.74527363184
g12674,2019,1616000,64327.74527363184
g12675,2019,1600000,0.0
g12676,2019,1600000,0.0
g12677,2019,1600000,0.0
g12678,2019,1600000,0.0
g12679,2019,5983000,0.0
g12680,2019,5983000,0.0
g12681,2019,5983000,0.0
g12682,2019,5983000,0.0
g12683,2019,5983000,0.0
g12684,2019,1616000,95603.61328903656
g12685,2019,1616000,95603.61328903656
g12686,2019,1616000,95603.61328903656
g12687,2019,1956000,0.0
g12688,2019,1956000,0.0
g12689,2019,1956000,0.0
g12690,2019,5983000,0.0
g12691,2019,5983000,0.0
g12692,2019,5983000,0.0
g12693,2019,1956000,0.0
g12694,2019,1956000,0.0
g12695,2019,1956000,0.0
g12696,2019,5983000,0.0
g12697,2019,5983000,0.0
g12698,2019,5983000,0.0
g12699,2019,5983000,0.0
g12700,2019,1616000,102259.52307692307
g12701,2019,1616000,102259.52307692307
g12702,2019,5983000,0.0
g12703,2019,5983000,0.0
g12704,2019,5983000,0.0
g12705,2019,5983000,0.0
g12706,2019,5983000,0.0
g12707,2019,5983000,0.0
g12708,2019,5983000,0.0
g12709,2019,5983000,0.0
g12710,2019,5983000,0.0
g12711,2019,1956000,0.0
g12712,2019,1956000,0.0
g12713,2019,1956000,0.0
g12714,2019,5983000,0.0
g12715,2019,5983000,0.0
g12716,2019,5983000,0.0
g12717,2019,1956000,0.0
g12718,2019,5983000,0.0
g12719,2019,5983000,0.0
g12720,2019,5983000,0.0
g12721,2019,5983000,0.0
g12722,2019,5983000,0.0
g12723,2019,5983000,0.0
g12724,2019,5983000,0.0
g12725,2019,1956000,0.0
g12726,2019,1956000,0.0
g12727,2019,1956000,0.0
g12728,2019,1956000,0.0
g12729,2019,5983000,0.0
g12730,2019,5983000,0.0
g12731,2019,5983000,0.0
g12732,2019,1956000,0.0
g12733,2019,1956000,0.0
g12734,2019,1956000,0.0
g12735,2019,5983000,0.0
g12736,2019,5983000,0.0
g12737,2019,5983000,0.0
g12738,2019,1956000,0.0
g12739,2019,1956000,0.0
g12740,2019,1956000,0.0
g12741,2019,1956000,0.0
g12742,2019,1956000,0.0
g12743,2019,1956000,0.0
g12744,2019,1956000,0.0
g12745,2019,1956000,0.0
g12746,2019,5983000,0.0
g12747,2019,5983000,0.0
g12748,2019,5983000,0.0
g12749,2019,5983000,0.0
g12750,2019,5983000,0.0
g12751,2019,1956000,0.0
g12752,2019,1956000,0.0
g12753,2019,1600000,0.0
g12754,2019,1600000,0.0
g12755,2019,5983000,0.0
g12756,2019,5983000,0.0
g12757,2019,5983000,0.0
g12758,2019,1956000,0.0
g12759,2019,5983000,0.0
g12760,2019,5983000,0.0
g12761,2019,5983000,0.0
g12762,2019,5983000,0.0
g12763,2019,5983000,0.0
g12764,2019,5983000,0.0
g12765,2019,5983000,0.0
g12766,2019,5983000,0.0
g12767,2019,5983000,0.0
g12768,2019,5983000,0.0
g12769,2019,5983000,0.0
g12770,2019,5983000,0.0
g12771,2019,5983000,0.0
g12772,2019,1616000,61834.32339089482
g12773,2019,1616000,61834.32339089482
g12774,2019,5983000,0.0
g12775,2019,5983000,0.0
g12776,2019,5983000,0.0
g12777,2019,5983000,0.0
g12778,2019,1956000,0.0
g12779,2019,1956000,0.0
g12780,2019,1956000,0.0
g12781,2019,1956000,0.0
g12782,2019,5983000,0.0
g12783,2019,5983000,0.0
g12784,2019,5983000,0.0
g12785,2019,5983000,0.0
g12786,2019,5983000,0.0
g12787,2019,1616000,121640.68714918758
g12788,2019,1616000,121640.68714918758
g12789,2019,1616000,121640.68714918758
g12790,2019,5255000,60405.61561822125
g12791,2019,5983000,0.0
g12792,2019,5983000,0.0
g12793,2019,5983000,0.0
g12794,2019,1956000,0.0
g12795,2019,1956000,0.0
g12796,2019,1956000,0.0
g12797,2019,5255000,102675.86382797499
g12798,2019,5983000,0.0
g12799,2019,5983000,0.0
g12800,2019,5983000,0.0
g12801,2019,5983000,0.0
g12802,2019,5983000,0.0
g12803,2019,5983000,0.0
g12804,2019,5983000,0.0
g12805,2019,5983000,0.0
g12806,2019,5983000,0.0
g12807,2019,5983000,0.0
g12808,2019,5983000,0.0
g12809,2019,5983000,0.0
g12810,2019,1956000,0.0
g12811,2019,1956000,0.0
g12812,2019,5983000,0.0
g12813,2019,5983000,0.0
g12814,2019,5983000,0.0
g12815,2019,5983000,0.0
g12816,2019,5983000,0.0
g12817,2019,5983000,0.0
g12818,2019,5983000,0.0
g12819,2019,5983000,0.0
g12820,2019,5255000,89876.35963140706
g12821,2019,1956000,0.0
g12822,2019,1956000,0.0
g12823,2019,5983000,0.0
g12824,2019,5983000,0.0
g12825,2019,5983000,0.0
g12826,2019,5983000,0.0
g12827,2019,5983000,0.0
g12828,2019,5983000,0.0
g12829,2019,5255000,112803.45986484172
g12830,2019,5255000,130279.55473589661
g12831,2019,5255000,69869.21731954227
g12832,2019,5255000,69203.68119324847
g12833,2019,1616000,787332.5245901638
g12834,2019,1616000,787332.5245901638
g12835,2019,1616000,787332.5245901638
g12836,2019,1616000,787332.5245901638
g12837,2019,1616000,787332.5245901638
g12838,2019,1616000,787332.5245901638
g12839,2019,5983000,0.0
g12840,2019,5983000,0.0
g12841,2019,5983000,0.0
g12842,2019,5983000,0.0
g12843,2019,5983000,0.0
g12844,2019,5983000,0.0
g12845,2019,5983000,0.0
g12846,2019,5983000,0.0
g12847,2019,5983000,0.0
g12848,2019,5983000,0.0
g12849,2019,5983000,0.0
g12850,2019,5983000,0.0
g12851,2019,1956000,0.0
g12852,2019,5255000,123199.00822263373
g12853,2019,1956000,0.0
g12854,2019,1616000,182937.17746478872
g12855,2019,5983000,0.0
g12856,2019,5983000,0.0
g12857,2019,5983000,0.0
g12858,2019,5983000,0.0
g12859,2019,5983000,0.0
g12860,2019,5983000,0.0
g12861,2019,5983000,0.0
g12862,2019,5983000,0.0
g12863,2019,5983000,0.0
g12864,2019,1616000,105098.7801242236
g12865,2019,1616000,84895.08741759816
g12866,2019,1616000,84895.08741759816
g12867,2019,1616000,84895.08741759816
g12868,2019,1616000,84895.08741759816
g12869,2019,1616000,84895.08741759816
g12870,2019,1616000,84895.08741759816
g12871,2019,1616000,91744.86315789474
g12872,2019,1616000,91744.86315789474
g12873,2019,1616000,91744.86315789474
g12874,2019,1600000,0.0
g13419,2019,7696000,0.0
g13420,2019,7696000,0.0
g13421,2019,7696000,0.0
g13422,2019,7696000,0.0
g13423,2019,7696000,0.0
g13424,2019,7696000,0.0
g13425,2019,7696000,0.0
g13426,2019,7696000,0.0
g13427,2019,7696000,0.0
g13428,2019,7696000,0.0
