GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g12874i,4,0.8735
g13951i,4,0.777
g13952i,4,0.6447
g13953i,4,0.6396
g13954i,4,0.726
g13955i,4,0.7657
g13956i,4,0.6784
g13957i,4,0.6486
g13958i,4,0.6784
g13959i,4,0.7602
g13960i,4,0.7629
g13961i,4,0.777
g13962i,4,0.7167
g13963i,4,0.726
g13964i,4,0.7655
g13965i,4,0.7629
g13966i,4,0.7485
g13967i,4,0.6154
g13968i,4,0.7507
g13969i,4,0.7167
g13970i,4,0.7714
g13971i,4,0.6447
g13972i,4,0.6713
g13973i,4,0.5929
g13974i,4,0.7665
g13975i,4,0.7507
g13976i,4,0.7226
g13977i,4,0.726
g13978i,4,0.6632
g13979i,4,0.7115
g13980i,4,0.7507
g13981i,4,0.5457
g13982i,4,0.6846
g13983i,4,0.8079
g13984i,4,0.7507
g13985i,4,0.744
g13986i,4,0.7731
g13987i,4,0.723
g13988i,4,0.7708
g13989i,4,0.8529
g13990i,4,0.7729
g13991i,4,0.7729
g13992i,4,0.6803
g10441i,5,0
g10447i,5,0.1196
g10448i,5,0.1196
g10451i,5,0.1227
g10452i,5,0.1227
g10453i,5,0.1227
g10454i,5,0.1236
g10455i,5,0.1236
g10456i,5,0.1236
g10457i,5,0.1236
g10473i,5,0.111
g10474i,5,0.111
g10484i,5,0.1376
g10544i,5,0.1289
g10545i,5,0.1289
g10546i,5,0.1289
g10602i,5,0.124
g10603i,5,0.124
g10604i,5,0.124
g10605i,5,0.124
g10666i,5,0.1695
g10667i,5,0.1695
g10668i,5,0.1695
g10678i,5,0.167
g10705i,5,0.2093
g10706i,5,0.2093
g10707i,5,0.2093
g10708i,5,0.2093
g10709i,5,0.2093
g10710i,5,0.2093
g10711i,5,0.2093
g10717i,5,0.1779
g10718i,5,0.1779
g10719i,5,0.1779
g10720i,5,0.1779
g10721i,5,0.1779
g10723i,5,0.1827
g10724i,5,0.1827
g10763i,5,0.2334
g10764i,5,0.2334
g10765i,5,0.2334
g10809i,5,0.1976
g10810i,5,0.1976
g10811i,5,0.1976
g10812i,5,0.1976
g10825i,5,0.2806
g10826i,5,0.2806
g10827i,5,0.2933
g10828i,5,0.2933
g10829i,5,0.2933
g10858i,5,0.2398
g10859i,5,0.2398
g10860i,5,0.2398
g10871i,5,0.2482
g10903i,5,0.2774
g10904i,5,0.2774
g10920i,5,0.2279
g10921i,5,0.2279
g10922i,5,0.2279
g10923i,5,0.2279
g10924i,5,0.2279
g10925i,5,0
g10935i,5,0.2924
g10936i,5,0.2924
g10937i,5,0.2924
g10938i,5,0.2924
g10939i,5,0.2882
g10940i,5,0.2882
g10948i,5,0.2882
g10949i,5,0.2882
g10955i,5,0.2994
g10956i,5,0.2584
g10957i,5,0.2584
g10958i,5,0.2584
g10959i,5,0.2584
g10960i,5,0.2584
g10965i,5,0.2882
g10966i,5,0.2882
g10967i,5,0.2882
g10968i,5,0.2882
g10969i,5,0.2882
g10970i,5,0.2882
g10973i,5,0.2557
g10974i,5,0.2557
g10975i,5,0
g10976i,5,0
g10989i,5,0.2617
g10990i,5,0.2617
g10991i,5,0.2617
g10992i,5,0.2617
g11066i,5,0.2891
g11067i,5,0.2891
g11151i,5,0.2774
g11152i,5,0.2774
g11153i,5,0.2774
g11154i,5,0.2774
g11165i,5,0.3004
g11166i,5,0.3004
g11167i,5,0.3004
g11168i,5,0.2802
g11169i,5,0.2802
g11170i,5,0.2802
g11171i,5,0.2802
g11172i,5,0.2802
g11186i,5,0.2793
g11187i,5,0.2793
g11200i,5,0.3022
g11201i,5,0.3022
g11202i,5,0.3022
g11229i,5,0.275
g11230i,5,0.275
g11232i,5,0.2726
g11233i,5,0.2726
g11234i,5,0.2726
g11235i,5,0.2726
g11249i,5,0.3004
g11250i,5,0.3004
g11251i,5,0.3004
g11253i,5,0.2752
g11254i,5,0.2752
g11255i,5,0.2752
g11256i,5,0.2752
g11257i,5,0.2752
g11259i,5,0.2532
g11281i,5,0.2829
g11282i,5,0.2829
g11283i,5,0.2829
g11284i,5,0.2829
g11285i,5,0.2829
g11286i,5,0.2765
g11287i,5,0.2765
g11288i,5,0.2765
g11344i,5,0.2784
g11347i,5,0.3048
g11348i,5,0.3048
g11349i,5,0.3048
g11350i,5,0.3048
g11351i,5,0.3048
g11353i,5,0.275
g11354i,5,0.275
g11359i,5,0.2922
g11360i,5,0.2922
g11361i,5,0.2922
g11375i,5,0.3018
g11377i,5,0.286
g11379i,5,0.3005
g11382i,5,0.3035
g11383i,5,0.3035
g11400i,5,0.2735
g11401i,5,0.2735
g11402i,5,0.2735
g11403i,5,0.2735
g11413i,5,0.303
g11414i,5,0.303
g11415i,5,0.303
g11416i,5,0.303
g11417i,5,0.303
g11419i,5,0.2974
g11420i,5,0.2974
g11421i,5,0.2974
g11459i,5,0.2929
g11476i,5,0.298
g11477i,5,0.298
g11478i,5,0.298
g11479i,5,0.298
g11549i,5,0.2752
g11550i,5,0.2752
g11551i,5,0.2929
g11552i,5,0.2929
g11577i,5,0.3061
g11578i,5,0.3061
g11579i,5,0.3061
g11580i,5,0.3061
g11581i,5,0.3061
g11582i,5,0.3012
g11583i,5,0.2919
g11584i,5,0.2919
g11585i,5,0.2919
g11639i,5,0.3074
g11640i,5,0.3074
g11641i,5,0.3074
g11642i,5,0.3074
g11651i,5,0.2844
g11652i,5,0.2844
g11653i,5,0.2844
g11654i,5,0.2844
g11658i,5,0.2498
g11659i,5,0.2498
g11660i,5,0.2498
g11661i,5,0.2498
g11662i,5,0.2498
g11663i,5,0.2468
g11664i,5,0.2468
g11665i,5,0.2468
g11666i,5,0.2468
g11667i,5,0.2468
g11668i,5,0.2468
g11669i,5,0.2468
g11670i,5,0.2468
g11671i,5,0.2468
g11672i,5,0.2468
g11673i,5,0.2468
g11674i,5,0.2468
g11675i,5,0.2439
g11676i,5,0.2439
g11677i,5,0.2439
g11678i,5,0.2439
g11679i,5,0.2439
g11680i,5,0.2439
g11681i,5,0.2475
g11682i,5,0.2475
g11683i,5,0.2475
g11684i,5,0.2475
g11686i,5,0.2498
g11709i,5,0.2497
g11710i,5,0.2497
g11711i,5,0.2497
g11723i,5,0.2388
g11725i,5,0.2388
g11726i,5,0.2388
g11727i,5,0.2388
g11728i,5,0.2388
g11729i,5,0.2388
g11731i,5,0.2459
g11732i,5,0.2459
g11739i,5,0.2875
g11750i,5,0.2421
g11751i,5,0.2421
g11761i,5,0.2875
g11765i,5,0.2441
g11766i,5,0.2441
g11767i,5,0.2441
g11771i,5,0.2493
g11772i,5,0.2458
g11773i,5,0.2458
g11778i,5,0.2388
g11784i,5,0.2545
g11807i,5,0.2504
g11808i,5,0.2504
g11809i,5,0.2504
g11815i,5,0.2388
g11816i,5,0.2388
g11817i,5,0.2451
g11818i,5,0.2451
g11819i,5,0.2451
g11824i,5,0.2703
g11825i,5,0.2703
g11826i,5,0.2703
g11827i,5,0.2703
g11828i,5,0.2499
g11829i,5,0.2499
g11830i,5,0.2499
g11831i,5,0.2499
g11832i,5,0.2499
g11833i,5,0.2499
g11834i,5,0.2499
g11835i,5,0.2499
g11840i,5,0.2387
g11842i,5,0.2388
g11866i,5,0.2402
g11892i,5,0.2412
g11893i,5,0.2412
g11894i,5,0.2695
g11895i,5,0.2695
g11896i,5,0.2695
g11905i,5,0.2557
g11914i,5,0.2513
g11915i,5,0.2513
g11916i,5,0.2195
g11917i,5,0.2195
g11918i,5,0.2195
g11919i,5,0.2545
g11920i,5,0.2142
g11921i,5,0.2421
g11922i,5,0.2421
g11929i,5,0.237
g11930i,5,0.2456
g11931i,5,0.2456
g11932i,5,0.2456
g11933i,5,0.2456
g11934i,5,0.2041
g11935i,5,0.2041
g11936i,5,0.2218
g11943i,5,0.2259
g11944i,5,0.2489
g11945i,5,0.2489
g11946i,5,0.2508
g11947i,5,0.2508
g11950i,5,0.2038
g11951i,5,0.2038
g11955i,5,0.2142
g11956i,5,0.2142
g11957i,5,0.2142
g11958i,5,0.2142
g11959i,5,0.2142
g11964i,5,0.2292
g11965i,5,0.2292
g11966i,5,0.2292
g11967i,5,0.2292
g11968i,5,0.2292
g11977i,5,0.2166
g11978i,5,0.2166
g11979i,5,0.2166
g11980i,5,0.2166
g11981i,5,0.2166
g11982i,5,0.2166
g11983i,5,0.2203
g11984i,5,0.2203
g11985i,5,0.2276
g11986i,5,0.2276
g11987i,5,0.2276
g11988i,5,0.2187
g11998i,5,0.2586
g12008i,5,0.2545
g12009i,5,0.2545
g12025i,5,0.2243
g12026i,5,0.2441
g12027i,5,0.2441
g12028i,5,0.2441
g12029i,5,0.2242
g12040i,5,0.2141
g12041i,5,0.2141
g12042i,5,0.2141
g12043i,5,0.2242
g12047i,5,0.2507
g12048i,5,0.2507
g12049i,5,0.2507
g12050i,5,0.2507
g12062i,5,0.2166
g12063i,5,0.2166
g12064i,5,0.2166
g12081i,5,0.2141
g12103i,5,0.2072
g12104i,5,0.221
g12117i,5,0.1944
g12120i,5,0.209
g12121i,5,0.209
g12122i,5,0.209
g12123i,5,0.209
g12124i,5,0.209
g12129i,5,0.2141
g12130i,5,0.2114
g12131i,5,0.2114
g12132i,5,0.2114
g12133i,5,0.2114
g12134i,5,0.2114
g12135i,5,0.2114
g12148i,5,0.2096
g12161i,5,0.234
g12162i,5,0.2296
g12169i,5,0.2183
g12170i,5,0.2183
g12185i,5,0.2042
g12214i,5,0.2081
g12215i,5,0.213
g12216i,5,0.2032
g12233i,5,0.2266
g12234i,5,0.2266
g12245i,5,0.2062
g12252i,5,0.213
g12253i,5,0.213
g12260i,5,0.2159
g12264i,5,0.2167
g12265i,5,0.1989
g12269i,5,0.2154
g12273i,5,0.2257
g12274i,5,0.2155
g12299i,5,0.2355
g12300i,5,0.2355
g12301i,5,0.2355
g12302i,5,0.235
g12303i,5,0.235
g12376i,5,0.2015
g12377i,5,0.2015
g12378i,5,0.2015
g12379i,5,0.2015
g12399i,5,0.2012
g12400i,5,0.2012
g12401i,5,0.2012
g12512i,5,0.1936
g12513i,5,0.1936
g12514i,5,0.1936
g12515i,5,0.1936
g12516i,5,0.1936
g12675i,5,0.1642
g12676i,5,0.1642
g12677i,5,0.1642
g12678i,5,0.1642
g12753i,5,0.2064
g12754i,5,0.2064
g12874i,5,0.2171
g13951i,5,0.2504
g13952i,5,0.2745
g13953i,5,0.2797
g13954i,5,0.2166
g13955i,5,0.3018
g13956i,5,0.3124
g13957i,5,0.2815
g13958i,5,0.3124
g13959i,5,0.2972
g13960i,5,0.298
g13961i,5,0.2504
g13962i,5,0.2203
g13963i,5,0.2166
g13964i,5,0.303
g13965i,5,0.298
g13966i,5,0.2638
g13967i,5,0.1749
g13968i,5,0.3049
g13969i,5,0.2203
g13970i,5,0.2511
g13971i,5,0.2745
g13972i,5,0.2098
g13973i,5,0.2213
g13974i,5,0.2374
g13975i,5,0.3049
g13976i,5,0.2412
g13977i,5,0.2166
g13978i,5,0.2586
g13979i,5,0.185
g13980i,5,0.3049
g13981i,5,0.239
g13982i,5,0.2926
g13983i,5,0.2016
g13984i,5,0.3049
g13985i,5,0.1986
g13986i,5,0.225
g13987i,5,0.2421
g13988i,5,0.2467
g13989i,5,0.2012
g13990i,5,0.2032
g13991i,5,0.2032
g13992i,5,0.3135
g10441i,6,0
g10447i,6,0
g10448i,6,0
g10451i,6,0
g10452i,6,0
g10453i,6,0
g10454i,6,0
g10455i,6,0
g10456i,6,0
g10457i,6,0
g10473i,6,0
g10474i,6,0
g10484i,6,0
g10544i,6,0
g10545i,6,0
g10546i,6,0
g10602i,6,0
g10603i,6,0
g10604i,6,0
g10605i,6,0
g10666i,6,0
g10667i,6,0
g10668i,6,0
g10678i,6,0
g10705i,6,0
g10706i,6,0
g10707i,6,0
g10708i,6,0
g10709i,6,0
g10710i,6,0
g10711i,6,0
g10717i,6,0
g10718i,6,0
g10719i,6,0
g10720i,6,0
g10721i,6,0
g10723i,6,0
g10724i,6,0
g10763i,6,0
g10764i,6,0
g10765i,6,0
g10809i,6,0
g10810i,6,0
g10811i,6,0
g10812i,6,0
g10825i,6,0
g10826i,6,0
g10827i,6,0
g10828i,6,0
g10829i,6,0
g10858i,6,0
g10859i,6,0
g10860i,6,0
g10871i,6,0
g10903i,6,0
g10904i,6,0
g10920i,6,0
g10921i,6,0
g10922i,6,0
g10923i,6,0
g10924i,6,0
g10925i,6,0
g10935i,6,0
g10936i,6,0
g10937i,6,0
g10938i,6,0
g10939i,6,0
g10940i,6,0
g10948i,6,0
g10949i,6,0
g10955i,6,0
g10956i,6,0
g10957i,6,0
g10958i,6,0
g10959i,6,0
g10960i,6,0
g10965i,6,0
g10966i,6,0
g10967i,6,0
g10968i,6,0
g10969i,6,0
g10970i,6,0
g10973i,6,0
g10974i,6,0
g10975i,6,0
g10976i,6,0
g10989i,6,0
g10990i,6,0
g10991i,6,0
g10992i,6,0
g11066i,6,0
g11067i,6,0
g11151i,6,0
g11152i,6,0
g11153i,6,0
g11154i,6,0
g11165i,6,0
g11166i,6,0
g11167i,6,0
g11168i,6,0
g11169i,6,0
g11170i,6,0
g11171i,6,0
g11172i,6,0
g11186i,6,0
g11187i,6,0
g11200i,6,0
g11201i,6,0
g11202i,6,0
g11229i,6,0
g11230i,6,0
g11232i,6,0
g11233i,6,0
g11234i,6,0
g11235i,6,0
g11249i,6,0
g11250i,6,0
g11251i,6,0
g11253i,6,0
g11254i,6,0
g11255i,6,0
g11256i,6,0
g11257i,6,0
g11259i,6,0
g11281i,6,0
g11282i,6,0
g11283i,6,0
g11284i,6,0
g11285i,6,0
g11286i,6,0
g11287i,6,0
g11288i,6,0
g11344i,6,0
g11347i,6,0
g11348i,6,0
g11349i,6,0
g11350i,6,0
g11351i,6,0
g11353i,6,0
g11354i,6,0
g11359i,6,0
g11360i,6,0
g11361i,6,0
g11375i,6,0
g11377i,6,0
g11379i,6,0
g11382i,6,0
g11383i,6,0
g11400i,6,0
g11401i,6,0
g11402i,6,0
g11403i,6,0
g11413i,6,0
g11414i,6,0
g11415i,6,0
g11416i,6,0
g11417i,6,0
g11419i,6,0
g11420i,6,0
g11421i,6,0
g11459i,6,0
g11476i,6,0
g11477i,6,0
g11478i,6,0
g11479i,6,0
g11549i,6,0
g11550i,6,0
g11551i,6,0
g11552i,6,0
g11577i,6,0
g11578i,6,0
g11579i,6,0
g11580i,6,0
g11581i,6,0
g11582i,6,0
g11583i,6,0
g11584i,6,0
g11585i,6,0
g11639i,6,0
g11640i,6,0
g11641i,6,0
g11642i,6,0
g11651i,6,0
g11652i,6,0
g11653i,6,0
g11654i,6,0
g11658i,6,0
g11659i,6,0
g11660i,6,0
g11661i,6,0
g11662i,6,0
g11663i,6,0
g11664i,6,0
g11665i,6,0
g11666i,6,0
g11667i,6,0
g11668i,6,0
g11669i,6,0
g11670i,6,0
g11671i,6,0
g11672i,6,0
g11673i,6,0
g11674i,6,0
g11675i,6,0
g11676i,6,0
g11677i,6,0
g11678i,6,0
g11679i,6,0
g11680i,6,0
g11681i,6,0
g11682i,6,0
g11683i,6,0
g11684i,6,0
g11686i,6,0
g11709i,6,0
g11710i,6,0
g11711i,6,0
g11723i,6,0
g11725i,6,0
g11726i,6,0
g11727i,6,0
g11728i,6,0
g11729i,6,0
g11731i,6,0
g11732i,6,0
g11739i,6,0
g11750i,6,0
g11751i,6,0
g11761i,6,0
g11765i,6,0
g11766i,6,0
g11767i,6,0
g11771i,6,0
g11772i,6,0
g11773i,6,0
g11778i,6,0
g11784i,6,0
g11807i,6,0
g11808i,6,0
g11809i,6,0
g11815i,6,0
g11816i,6,0
g11817i,6,0
g11818i,6,0
g11819i,6,0
g11824i,6,0
g11825i,6,0
g11826i,6,0
g11827i,6,0
g11828i,6,0
g11829i,6,0
g11830i,6,0
g11831i,6,0
g11832i,6,0
g11833i,6,0
g11834i,6,0
g11835i,6,0
g11840i,6,0
g11842i,6,0
g11866i,6,0
g11892i,6,0
g11893i,6,0
g11894i,6,0
g11895i,6,0
g11896i,6,0
g11905i,6,0
g11914i,6,0
g11915i,6,0
g11916i,6,0
g11917i,6,0
g11918i,6,0
g11919i,6,0
g11920i,6,0
g11921i,6,0
g11922i,6,0
g11929i,6,0
g11930i,6,0
g11931i,6,0
g11932i,6,0
g11933i,6,0
g11934i,6,0
g11935i,6,0
g11936i,6,0
g11943i,6,0
g11944i,6,0
g11945i,6,0
g11946i,6,0
g11947i,6,0
g11950i,6,0
g11951i,6,0
g11955i,6,0
g11956i,6,0
g11957i,6,0
g11958i,6,0
g11959i,6,0
g11964i,6,0
g11965i,6,0
g11966i,6,0
g11967i,6,0
g11968i,6,0
g11977i,6,0
g11978i,6,0
g11979i,6,0
g11980i,6,0
g11981i,6,0
g11982i,6,0
g11983i,6,0
g11984i,6,0
g11985i,6,0
g11986i,6,0
g11987i,6,0
g11988i,6,0
g11998i,6,0
g12008i,6,0
g12009i,6,0
g12025i,6,0
g12026i,6,0
g12027i,6,0
g12028i,6,0
g12029i,6,0
g12040i,6,0
g12041i,6,0
g12042i,6,0
g12043i,6,0
g12047i,6,0
g12048i,6,0
g12049i,6,0
g12050i,6,0
g12062i,6,0
g12063i,6,0
g12064i,6,0
g12081i,6,0
g12103i,6,0
g12104i,6,0
g12117i,6,0
g12120i,6,0
g12121i,6,0
g12122i,6,0
g12123i,6,0
g12124i,6,0
g12129i,6,0
g12130i,6,0
g12131i,6,0
g12132i,6,0
g12133i,6,0
g12134i,6,0
g12135i,6,0
g12148i,6,0
g12161i,6,0
g12162i,6,0
g12169i,6,0
g12170i,6,0
g12185i,6,0
g12214i,6,0
g12215i,6,0
g12216i,6,0
g12233i,6,0
g12234i,6,0
g12245i,6,0
g12252i,6,0
g12253i,6,0
g12260i,6,0
g12264i,6,0
g12265i,6,0
g12269i,6,0
g12273i,6,0
g12274i,6,0
g12299i,6,0
g12300i,6,0
g12301i,6,0
g12302i,6,0
g12303i,6,0
g12376i,6,0
g12377i,6,0
g12378i,6,0
g12379i,6,0
g12399i,6,0
g12400i,6,0
g12401i,6,0
g12512i,6,0
g12513i,6,0
g12514i,6,0
g12515i,6,0
g12516i,6,0
g12675i,6,0
g12676i,6,0
g12677i,6,0
g12678i,6,0
g12753i,6,0
g12754i,6,0
g12874i,6,0
g13951i,6,0
g13952i,6,0
g13953i,6,0
g13954i,6,0
g13955i,6,0
g13956i,6,0
g13957i,6,0
g13958i,6,0
g13959i,6,0
g13960i,6,0
g13961i,6,0
g13962i,6,0
g13963i,6,0
g13964i,6,0
g13965i,6,0
g13966i,6,0
g13967i,6,0
g13968i,6,0
g13969i,6,0
g13970i,6,0
g13971i,6,0
g13972i,6,0
g13973i,6,0
g13974i,6,0
g13975i,6,0
g13976i,6,0
g13977i,6,0
g13978i,6,0
g13979i,6,0
g13980i,6,0
g13981i,6,0
g13982i,6,0
g13983i,6,0
g13984i,6,0
g13985i,6,0
g13986i,6,0
g13987i,6,0
g13988i,6,0
g13989i,6,0
g13990i,6,0
g13991i,6,0
g13992i,6,0
g10441i,7,0
g10447i,7,0.0109
g10448i,7,0.0109
g10451i,7,0.0117
g10452i,7,0.0117
g10453i,7,0.0117
g10454i,7,0.0114
g10455i,7,0.0114
g10456i,7,0.0114
g10457i,7,0.0114
g10473i,7,0.0215
g10474i,7,0.0215
g10484i,7,0.013
g10544i,7,0.0111
g10545i,7,0.0111
g10546i,7,0.0111
g10602i,7,0.0117
g10603i,7,0.0117
g10604i,7,0.0117
g10605i,7,0.0117
g10666i,7,0.0345
g10667i,7,0.0345
g10668i,7,0.0345
g10678i,7,0.0275
g10705i,7,0.0388
g10706i,7,0.0388
g10707i,7,0.0388
g10708i,7,0.0388
g10709i,7,0.0388
g10710i,7,0.0388
g10711i,7,0.0388
g10717i,7,0.0364
g10718i,7,0.0364
g10719i,7,0.0364
g10720i,7,0.0364
g10721i,7,0.0364
g10723i,7,0.033
g10724i,7,0.033
g10763i,7,0.0453
g10764i,7,0.0453
g10765i,7,0.0453
g10809i,7,0.0698
g10810i,7,0.0698
g10811i,7,0.0698
g10812i,7,0.0698
g10825i,7,0.0495
g10826i,7,0.0495
g10827i,7,0.0506
g10828i,7,0.0506
g10829i,7,0.0506
g10858i,7,0.0445
g10859i,7,0.0445
g10860i,7,0.0445
g10871i,7,0.0569
g10903i,7,0.0506
g10904i,7,0.0506
g10920i,7,0.0319
g10921i,7,0.0319
g10922i,7,0.0319
g10923i,7,0.0319
g10924i,7,0.0319
g10925i,7,0
g10935i,7,0.0526
g10936i,7,0.0526
g10937i,7,0.0526
g10938i,7,0.0526
g10939i,7,0.0512
g10940i,7,0.0512
g10948i,7,0.0511
g10949i,7,0.0511
g10955i,7,0.051
g10956i,7,0.0421
g10957i,7,0.0421
g10958i,7,0.0421
g10959i,7,0.0421
g10960i,7,0.0421
g10965i,7,0.0511
g10966i,7,0.0511
g10967i,7,0.0511
g10968i,7,0.0511
g10969i,7,0.0511
g10970i,7,0.0511
g10973i,7,0.0508
g10974i,7,0.0508
g10975i,7,0
g10976i,7,0
g10989i,7,0.0498
g10990i,7,0.0498
g10991i,7,0.0498
g10992i,7,0.0498
g11066i,7,0.049
g11067i,7,0.049
g11151i,7,0.0676
g11152i,7,0.0676
g11153i,7,0.0676
g11154i,7,0.0676
g11165i,7,0.0889
g11166i,7,0.0889
g11167i,7,0.0889
g11168i,7,0.0688
g11169i,7,0.0688
g11170i,7,0.0688
g11171i,7,0.0688
g11172i,7,0.0688
g11186i,7,0.068
g11187i,7,0.068
g11200i,7,0.0885
g11201i,7,0.0885
g11202i,7,0.0885
g11229i,7,0.0674
g11230i,7,0.0674
g11232i,7,0.0612
g11233i,7,0.0612
g11234i,7,0.0612
g11235i,7,0.0612
g11249i,7,0.089
g11250i,7,0.089
g11251i,7,0.089
g11253i,7,0.0529
g11254i,7,0.0529
g11255i,7,0.0529
g11256i,7,0.0529
g11257i,7,0.0529
g11259i,7,0.1067
g11281i,7,0.0661
g11282i,7,0.0661
g11283i,7,0.0661
g11284i,7,0.0661
g11285i,7,0.0661
g11286i,7,0.0621
g11287i,7,0.0621
g11288i,7,0.0621
g11344i,7,0.0743
g11347i,7,0.0725
g11348i,7,0.0725
g11349i,7,0.0725
g11350i,7,0.0725
g11351i,7,0.0725
g11353i,7,0.0729
g11354i,7,0.0729
g11359i,7,0.0925
g11360i,7,0.0925
g11361i,7,0.0925
g11375i,7,0.0837
g11377i,7,0.0749
g11379i,7,0.0857
g11382i,7,0.0846
g11383i,7,0.0846
g11400i,7,0.0739
g11401i,7,0.0739
g11402i,7,0.0739
g11403i,7,0.0739
g11413i,7,0.0839
g11414i,7,0.0839
g11415i,7,0.0839
g11416i,7,0.0839
g11417i,7,0.0839
g11419i,7,0.0864
g11420i,7,0.0864
g11421i,7,0.0864
g11459i,7,0.0912
g11476i,7,0.0833
g11477i,7,0.0833
g11478i,7,0.0833
g11479i,7,0.0833
g11549i,7,0.0702
g11550i,7,0.0702
g11551i,7,0.0912
g11552i,7,0.0912
g11577i,7,0.0703
g11578i,7,0.0703
g11579i,7,0.0703
g11580i,7,0.0703
g11581i,7,0.0703
g11582i,7,0.0821
g11583i,7,0.072
g11584i,7,0.072
g11585i,7,0.072
g11639i,7,0.0832
g11640i,7,0.0832
g11641i,7,0.0832
g11642i,7,0.0832
g11651i,7,0.0915
g11652i,7,0.0915
g11653i,7,0.0915
g11654i,7,0.0915
g11658i,7,0.1036
g11659i,7,0.1036
g11660i,7,0.1036
g11661i,7,0.1036
g11662i,7,0.1036
g11663i,7,0.1025
g11664i,7,0.1025
g11665i,7,0.1025
g11666i,7,0.1025
g11667i,7,0.1025
g11668i,7,0.1025
g11669i,7,0.1025
g11670i,7,0.1025
g11671i,7,0.1025
g11672i,7,0.1025
g11673i,7,0.1025
g11674i,7,0.1025
g11675i,7,0.1022
g11676i,7,0.1022
g11677i,7,0.1022
g11678i,7,0.1022
g11679i,7,0.1022
g11680i,7,0.1022
g11681i,7,0.1029
g11682i,7,0.1029
g11683i,7,0.1029
g11684i,7,0.1029
g11686i,7,0.1052
g11709i,7,0.1033
g11710i,7,0.1033
g11711i,7,0.1033
g11723i,7,0.0993
g11725i,7,0.0992
g11726i,7,0.0992
g11727i,7,0.0992
g11728i,7,0.0992
g11729i,7,0.0992
g11731i,7,0.0932
g11732i,7,0.0932
g11739i,7,0.0922
g11750i,7,0.1003
g11751i,7,0.1003
g11761i,7,0.0921
g11765i,7,0.1017
g11766i,7,0.1017
g11767i,7,0.1017
g11771i,7,0.1062
g11772i,7,0.1027
g11773i,7,0.1027
g11778i,7,0.0992
g11784i,7,0.1015
g11807i,7,0.1022
g11808i,7,0.1022
g11809i,7,0.1022
g11815i,7,0.0993
g11816i,7,0.0993
g11817i,7,0.1029
g11818i,7,0.1029
g11819i,7,0.1029
g11824i,7,0.0941
g11825i,7,0.0941
g11826i,7,0.0941
g11827i,7,0.0941
g11828i,7,0.1018
g11829i,7,0.1018
g11830i,7,0.1018
g11831i,7,0.1018
g11832i,7,0.1018
g11833i,7,0.1018
g11834i,7,0.1018
g11835i,7,0.1018
g11840i,7,0.0994
g11842i,7,0.0993
g11866i,7,0.0981
g11892i,7,0.0999
g11893i,7,0.0999
g11894i,7,0.1005
g11895i,7,0.1005
g11896i,7,0.1005
g11905i,7,0.1081
g11914i,7,0.0535
g11915i,7,0.0535
g11916i,7,0.059
g11917i,7,0.059
g11918i,7,0.059
g11919i,7,0.0533
g11920i,7,0.0847
g11921i,7,0.0618
g11922i,7,0.0618
g11929i,7,0.0901
g11930i,7,0.0563
g11931i,7,0.0563
g11932i,7,0.0563
g11933i,7,0.0563
g11934i,7,0.0637
g11935i,7,0.0637
g11936i,7,0.0867
g11943i,7,0.0607
g11944i,7,0.0587
g11945i,7,0.0587
g11946i,7,0.0543
g11947i,7,0.0543
g11950i,7,0.0666
g11951i,7,0.0666
g11955i,7,0.0847
g11956i,7,0.0847
g11957i,7,0.0847
g11958i,7,0.0847
g11959i,7,0.0847
g11964i,7,0.0605
g11965i,7,0.0605
g11966i,7,0.0605
g11967i,7,0.0605
g11968i,7,0.0605
g11977i,7,0.0866
g11978i,7,0.0866
g11979i,7,0.0866
g11980i,7,0.0866
g11981i,7,0.0866
g11982i,7,0.0866
g11983i,7,0.0648
g11984i,7,0.0648
g11985i,7,0.0703
g11986i,7,0.0703
g11987i,7,0.0703
g11988i,7,0.0874
g11998i,7,0.0648
g12008i,7,0.0533
g12009i,7,0.0533
g12025i,7,0.0869
g12026i,7,0.0586
g12027i,7,0.0586
g12028i,7,0.0586
g12029i,7,0.087
g12040i,7,0.0848
g12041i,7,0.0848
g12042i,7,0.0848
g12043i,7,0.0509
g12047i,7,0.0543
g12048i,7,0.0543
g12049i,7,0.0543
g12050i,7,0.0543
g12062i,7,0.1076
g12063i,7,0.1076
g12064i,7,0.1076
g12081i,7,0.1125
g12103i,7,0.1467
g12104i,7,0.1179
g12117i,7,0.1283
g12120i,7,0.1103
g12121i,7,0.1103
g12122i,7,0.1103
g12123i,7,0.1103
g12124i,7,0.1103
g12129i,7,0.1125
g12130i,7,0.1121
g12131i,7,0.1121
g12132i,7,0.1121
g12133i,7,0.1121
g12134i,7,0.1121
g12135i,7,0.1121
g12148i,7,0.1188
g12161i,7,0.1061
g12162i,7,0.1231
g12169i,7,0.1119
g12170i,7,0.1119
g12185i,7,0.1215
g12214i,7,0.1432
g12215i,7,0.108
g12216i,7,0.1328
g12233i,7,0.1016
g12234i,7,0.1016
g12245i,7,0.1327
g12252i,7,0.1081
g12253i,7,0.1081
g12260i,7,0.1117
g12264i,7,0.1117
g12265i,7,0.1272
g12269i,7,0.1088
g12273i,7,0.1215
g12274i,7,0.1127
g12299i,7,0.1381
g12300i,7,0.1381
g12301i,7,0.1381
g12302i,7,0.1341
